creative_id,image_path,status,reason,width,height
500191,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500191.png,ok,,320,320
500192,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500192.png,ok,,360,640
500193,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500193.png,ok,,360,640
500194,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500194.png,ok,,320,480
500195,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500195.png,ok,,360,640
500196,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500196.png,ok,,320,320
500197,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500197.png,ok,,320,320
500198,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500198.png,ok,,360,640
500199,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500199.png,ok,,320,320
500200,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500200.png,ok,,320,480
500201,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500201.png,ok,,320,320
500202,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500202.png,ok,,320,320
500203,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500203.png,ok,,320,320
500204,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500204.png,ok,,320,320
500205,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500205.png,ok,,360,640
500206,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500206.png,ok,,320,480
500207,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500207.png,ok,,320,320
500208,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500208.png,ok,,320,480
500209,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500209.png,ok,,320,320
500210,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500210.png,ok,,320,480
500211,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500211.png,ok,,360,640
500212,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500212.png,ok,,320,320
500213,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500213.png,ok,,360,640
500214,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500214.png,ok,,360,640
500215,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500215.png,ok,,360,640
500216,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500216.png,ok,,360,640
500217,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500217.png,ok,,360,640
500218,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500218.png,ok,,360,640
500219,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500219.png,ok,,360,640
500220,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500220.png,ok,,320,480
500221,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500221.png,ok,,360,640
500222,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500222.png,ok,,320,480
500223,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500223.png,ok,,320,480
500224,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500224.png,ok,,320,320
500225,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500225.png,ok,,360,640
500226,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500226.png,ok,,360,640
500227,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500227.png,ok,,320,480
500228,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500228.png,ok,,320,320
500229,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500229.png,ok,,360,640
500230,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500230.png,ok,,360,640
500231,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500231.png,ok,,320,480
500232,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500232.png,ok,,320,320
500233,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500233.png,ok,,320,320
500234,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500234.png,ok,,360,640
500235,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500235.png,ok,,360,640
500236,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500236.png,ok,,360,640
500237,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500237.png,ok,,360,640
500238,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500238.png,ok,,360,640
500239,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500239.png,ok,,320,320
500240,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500240.png,ok,,320,480
500241,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500241.png,ok,,360,640
500242,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500242.png,ok,,360,640
500243,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500243.png,ok,,320,480
500244,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500244.png,ok,,320,480
500245,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500245.png,ok,,360,640
500246,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500246.png,ok,,360,640
500247,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500247.png,ok,,360,640
500248,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500248.png,ok,,360,640
500249,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500249.png,ok,,320,320
500250,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500250.png,ok,,360,640
500251,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500251.png,ok,,320,320
500252,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500252.png,ok,,360,640
500253,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500253.png,ok,,320,320
500254,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500254.png,ok,,360,640
500255,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500255.png,ok,,360,640
500256,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500256.png,ok,,360,640
500257,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500257.png,ok,,320,320
500258,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500258.png,ok,,360,640
500259,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500259.png,ok,,320,320
500260,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500260.png,ok,,320,320
500261,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500261.png,ok,,360,640
500262,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500262.png,ok,,360,640
500263,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500263.png,ok,,360,640
500264,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500264.png,ok,,320,480
500265,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500265.png,ok,,360,640
500266,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500266.png,ok,,360,640
500267,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500267.png,ok,,320,480
500268,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500268.png,ok,,360,640
500269,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500269.png,ok,,360,640
500270,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500270.png,ok,,360,640
500271,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500271.png,ok,,360,640
500272,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500272.png,ok,,360,640
500273,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500273.png,ok,,360,640
500274,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500274.png,ok,,320,320
500275,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500275.png,ok,,320,320
500276,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500276.png,ok,,320,480
500277,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500277.png,ok,,320,480
500278,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500278.png,ok,,320,480
500279,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500279.png,ok,,360,640
500280,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500280.png,ok,,320,320
500281,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500281.png,ok,,360,640
500282,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500282.png,ok,,360,640
500283,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500283.png,ok,,320,320
500284,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500284.png,ok,,320,320
500285,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500285.png,ok,,360,640
500286,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500286.png,ok,,320,320
500287,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500287.png,ok,,360,640
500288,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500288.png,ok,,360,640
500289,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500289.png,ok,,360,640
500290,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500290.png,ok,,360,640
500291,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500291.png,ok,,360,640
500292,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500292.png,ok,,360,640
500293,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500293.png,ok,,360,640
500294,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500294.png,ok,,320,320
500295,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500295.png,ok,,360,640
500296,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500296.png,ok,,320,320
500297,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500297.png,ok,,320,320
500298,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500298.png,ok,,320,320
500299,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500299.png,ok,,320,480
500300,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500300.png,ok,,320,320
500301,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500301.png,ok,,360,640
500302,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500302.png,ok,,320,320
500303,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500303.png,ok,,320,480
500304,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500304.png,ok,,360,640
500305,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500305.png,ok,,360,640
500306,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500306.png,ok,,320,320
500307,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500307.png,ok,,320,320
500308,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500308.png,ok,,320,320
500309,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500309.png,ok,,360,640
500310,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500310.png,ok,,320,320
500311,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500311.png,ok,,320,320
500312,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500312.png,ok,,360,640
500313,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500313.png,ok,,320,480
500314,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500314.png,ok,,360,640
500315,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500315.png,ok,,320,480
500316,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500316.png,ok,,320,480
500317,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500317.png,ok,,360,640
500318,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500318.png,ok,,360,640
500319,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500319.png,ok,,360,640
500320,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500320.png,ok,,360,640
500321,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500321.png,ok,,360,640
500322,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500322.png,ok,,360,640
500323,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500323.png,ok,,320,320
500324,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500324.png,ok,,360,640
500325,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500325.png,ok,,360,640
500326,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500326.png,ok,,360,640
500327,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500327.png,ok,,320,320
500328,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500328.png,ok,,360,640
500329,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500329.png,ok,,360,640
500330,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500330.png,ok,,360,640
500331,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500331.png,ok,,360,640
500332,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500332.png,ok,,320,480
500333,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500333.png,ok,,320,320
500334,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500334.png,ok,,320,480
500335,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500335.png,ok,,320,320
500336,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500336.png,ok,,320,480
500337,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500337.png,ok,,360,640
500338,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500338.png,ok,,320,320
500339,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500339.png,ok,,320,320
500340,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500340.png,ok,,320,480
500341,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500341.png,ok,,360,640
500342,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500342.png,ok,,320,320
500343,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500343.png,ok,,360,640
500344,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500344.png,ok,,360,640
500345,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500345.png,ok,,360,640
500346,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500346.png,ok,,360,640
500347,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500347.png,ok,,360,640
500348,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500348.png,ok,,320,320
500349,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500349.png,ok,,320,320
500350,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500350.png,ok,,320,480
500351,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500351.png,ok,,320,320
500352,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500352.png,ok,,320,320
500353,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500353.png,ok,,320,320
500354,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500354.png,ok,,360,640
500355,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500355.png,ok,,360,640
500356,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500356.png,ok,,360,640
500357,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500357.png,ok,,360,640
500358,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500358.png,ok,,360,640
500359,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500359.png,ok,,320,320
500360,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500360.png,ok,,360,640
500361,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500361.png,ok,,360,640
500362,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500362.png,ok,,360,640
500363,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500363.png,ok,,360,640
500364,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500364.png,ok,,360,640
500365,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500365.png,ok,,360,640
500366,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500366.png,ok,,360,640
500367,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500367.png,ok,,320,320
500368,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500368.png,ok,,320,480
500369,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500369.png,ok,,320,480
500370,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500370.png,ok,,320,480
500371,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500371.png,ok,,360,640
500372,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500372.png,ok,,320,320
500373,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500373.png,ok,,320,480
500374,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500374.png,ok,,320,480
500375,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500375.png,ok,,320,320
500376,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500376.png,ok,,360,640
500377,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500377.png,ok,,320,480
500378,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500378.png,ok,,320,320
500379,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500379.png,ok,,320,320
500380,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500380.png,ok,,360,640
500381,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500381.png,ok,,360,640
