column,dtype,group,description,is_embedding,embedding_family,embedding_index,non_null_count,missing_count,missing_pct,unique_count,memory_mb
saliency_center_bias,float64,vision_features,Tendencia de la saliencia hacia el centro.,False,,,1080,0,0.0,1078,0.00823974609375
saturation_mean,float64,vision_features,Media de saturacion.,False,,,1080,0,0.0,1033,0.00823974609375
saturation_std,float64,vision_features,Desviacion estandar de saturacion.,False,,,1080,0,0.0,1033,0.00823974609375
symmetry_horizontal_score,float64,vision_features,Score de simetria visual (horizontal o vertical).,False,,,1080,0,0.0,1079,0.00823974609375
symmetry_vertical_score,float64,vision_features,Score de simetria visual (horizontal o vertical).,False,,,1080,0,0.0,1079,0.00823974609375
visual_complexity,float64,vision_features,Complejidad visual estimada.,False,,,1080,0,0.0,1079,0.00823974609375
visual_mass_border_ratio,float64,vision_features,Distribucion de masa visual en una region especifica (ratio).,False,,,1080,0,0.0,1078,0.00823974609375
visual_mass_bottom_ratio,float64,vision_features,Distribucion de masa visual en una region especifica (ratio).,False,,,1080,0,0.0,1079,0.00823974609375
visual_mass_center_ratio,float64,vision_features,Distribucion de masa visual en una region especifica (ratio).,False,,,1080,0,0.0,1078,0.00823974609375
visual_mass_left_ratio,float64,vision_features,Distribucion de masa visual en una region especifica (ratio).,False,,,1080,0,0.0,1078,0.00823974609375
visual_mass_right_ratio,float64,vision_features,Distribucion de masa visual en una region especifica (ratio).,False,,,1080,0,0.0,1079,0.00823974609375
visual_mass_top_ratio,float64,vision_features,Distribucion de masa visual en una region especifica (ratio).,False,,,1080,0,0.0,1078,0.00823974609375
