column,count,mean,std,min,25%,50%,75%,max
cnn_pca_54,1080.0,7.290046295639464e-09,0.1953713895849928,-0.6896615,-0.12791823749999998,0.0031137909,0.12821516,0.70262307
cnn_pca_55,1080.0,3.9426472223822616e-08,0.19445690245870936,-0.85974723,-0.1157046935,0.000696516015,0.1142212,1.3096972
cnn_pca_56,1080.0,2.1670249998966357e-08,0.19333069012356083,-0.7583803,-0.12003256625,0.0042518501,0.12057163500000001,0.7296832
cnn_pca_57,1080.0,1.1707870374834652e-09,0.18832941195043162,-0.88799644,-0.10671038000000001,0.0020120964,0.11928794749999999,0.66127795
cnn_pca_58,1080.0,1.041013055552503e-07,0.17947025546765621,-0.76480806,-0.115275445,-0.0023339041499999998,0.1161661025,0.7312468
cnn_pca_59,1080.0,-6.486912777728907e-08,0.17756535730559694,-0.81453943,-0.110952996,0.0105378055,0.118109755,0.7310786
cnn_pca_60,1080.0,-6.576685183277307e-09,0.17432386090783691,-0.92093235,-0.1070581,0.00091729225,0.1088761025,0.59072524
cnn_pca_61,1080.0,6.846383333324612e-08,0.17184199779838125,-0.6187789,-0.1129559325,0.0116382075,0.10930768,0.52848434
cnn_pca_62,1080.0,5.604471296288621e-08,0.17065227880218956,-0.6539114,-0.1096345225,-8.066351499999997e-05,0.10625524,0.622623
cnn_pca_63,1080.0,-5.169268517659066e-09,0.16732103978314328,-0.69747216,-0.1031124355,-0.00022535088499999996,0.10722224,0.6745432
