segment,feature,kpi,spearman_corr,abs_corr,n,is_strong,insight
vertical=food_delivery,has_price_meta,perf_score,0.18248577322498138,0.18248577322498138,180,0,"In vertical=food_delivery, higher has_price_meta is associated with higher perf_score (spearman=0.182, n=180)."
vertical=travel,logo_in_top_left,overall_ctr,-0.18213469370629898,0.18213469370629898,180,0,"In vertical=travel, higher logo_in_top_left is associated with lower overall_ctr (spearman=-0.182, n=180)."
all,logo_in_top_left,overall_ctr,-0.18104723992014415,0.18104723992014415,1080,0,"In all, higher logo_in_top_left is associated with lower overall_ctr (spearman=-0.181, n=1080)."
vertical=gaming,cta_area_relative,overall_cvr,-0.18077301191288375,0.18077301191288375,180,0,"In vertical=gaming, higher cta_area_relative is associated with lower overall_cvr (spearman=-0.181, n=180)."
vertical=ecommerce,cta_y_relative,overall_ctr,-0.18064543123375185,0.18064543123375185,180,0,"In vertical=ecommerce, higher cta_y_relative is associated with lower overall_ctr (spearman=-0.181, n=180)."
vertical=fintech,cta_headline_distance,perf_score,0.18034437688893545,0.18034437688893545,180,0,"In vertical=fintech, higher cta_headline_distance is associated with higher perf_score (spearman=0.180, n=180)."
all,bottom_text_ratio,overall_roas,0.18032856122289356,0.18032856122289356,1080,0,"In all, higher bottom_text_ratio is associated with higher overall_roas (spearman=0.180, n=1080)."
vertical=entertainment,subhead_y_relative,overall_roas,0.17938260449577273,0.17938260449577273,180,0,"In vertical=entertainment, higher subhead_y_relative is associated with higher overall_roas (spearman=0.179, n=180)."
all,has_promo_text,overall_cvr,-0.1791724491188382,0.1791724491188382,1080,0,"In all, higher has_promo_text is associated with lower overall_cvr (spearman=-0.179, n=1080)."
vertical=travel,middle_zone_element_count,perf_score,0.17855850663405237,0.17855850663405237,180,0,"In vertical=travel, higher middle_zone_element_count is associated with higher perf_score (spearman=0.179, n=180)."
vertical=entertainment,subhead_y_relative,ctr_decay_pct,0.17850422282528677,0.17850422282528677,180,0,"In vertical=entertainment, higher subhead_y_relative is associated with higher ctr_decay_pct (spearman=0.179, n=180)."
all,headline_y_relative,overall_roas,0.17837946566148452,0.17837946566148452,1080,0,"In all, higher headline_y_relative is associated with higher overall_roas (spearman=0.178, n=1080)."
vertical=ecommerce,bottom_zone_element_count,overall_cvr,0.17801663030113118,0.17801663030113118,180,0,"In vertical=ecommerce, higher bottom_zone_element_count is associated with higher overall_cvr (spearman=0.178, n=180)."
vertical=fintech,middle_zone_element_count,overall_roas,-0.17792363872804376,0.17792363872804376,180,0,"In vertical=fintech, higher middle_zone_element_count is associated with lower overall_roas (spearman=-0.178, n=180)."
vertical=food_delivery,cta_x_relative,ctr_decay_pct,-0.17766572305305348,0.17766572305305348,180,0,"In vertical=food_delivery, higher cta_x_relative is associated with lower ctr_decay_pct (spearman=-0.178, n=180)."
vertical=fintech,cta_area_relative,overall_cvr,0.17756524308294527,0.17756524308294527,180,0,"In vertical=fintech, higher cta_area_relative is associated with higher overall_cvr (spearman=0.178, n=180)."
vertical=ecommerce,avg_text_area_rel,overall_cvr,0.17737996028684014,0.17737996028684014,180,0,"In vertical=ecommerce, higher avg_text_area_rel is associated with higher overall_cvr (spearman=0.177, n=180)."
vertical=gaming,cta_headline_distance,perf_score,0.17697788807308343,0.17697788807308343,180,0,"In vertical=gaming, higher cta_headline_distance is associated with higher perf_score (spearman=0.177, n=180)."
vertical=ecommerce,text_area_total_rel,perf_score,0.17646756223716062,0.17646756223716062,180,0,"In vertical=ecommerce, higher text_area_total_rel is associated with higher perf_score (spearman=0.176, n=180)."
vertical=gaming,badge_y_relative,overall_ipm,0.176322883790311,0.176322883790311,180,0,"In vertical=gaming, higher badge_y_relative is associated with higher overall_ipm (spearman=0.176, n=180)."
all,image_aspect_ratio,overall_cvr,-0.1761411244477292,0.1761411244477292,1080,0,"In all, higher image_aspect_ratio is associated with lower overall_cvr (spearman=-0.176, n=1080)."
all,cta_area_relative,overall_roas,0.1756232200534035,0.1756232200534035,1080,0,"In all, higher cta_area_relative is associated with higher overall_roas (spearman=0.176, n=1080)."
vertical=travel,text_area_total_rel,perf_score,0.1752947754996205,0.1752947754996205,180,0,"In vertical=travel, higher text_area_total_rel is associated with higher perf_score (spearman=0.175, n=180)."
vertical=travel,badge_in_top_right,overall_ipm,-0.1749644137422855,0.1749644137422855,180,0,"In vertical=travel, higher badge_in_top_right is associated with lower overall_ipm (spearman=-0.175, n=180)."
vertical=gaming,badge_in_top_right,overall_ipm,-0.17484189465229008,0.17484189465229008,180,0,"In vertical=gaming, higher badge_in_top_right is associated with lower overall_ipm (spearman=-0.175, n=180)."
all,image_aspect_ratio,overall_roas,0.1746264299731809,0.1746264299731809,1080,0,"In all, higher image_aspect_ratio is associated with higher overall_roas (spearman=0.175, n=1080)."
vertical=gaming,text_density_meta,overall_ctr,0.17437967981636052,0.17437967981636052,180,0,"In vertical=gaming, higher text_density_meta is associated with higher overall_ctr (spearman=0.174, n=180)."
vertical=travel,has_promo_text,overall_roas,0.1743654763031783,0.1743654763031783,180,0,"In vertical=travel, higher has_promo_text is associated with higher overall_roas (spearman=0.174, n=180)."
vertical=gaming,cta_headline_distance,overall_cvr,0.17427068541598278,0.17427068541598278,180,0,"In vertical=gaming, higher cta_headline_distance is associated with higher overall_cvr (spearman=0.174, n=180)."
vertical=food_delivery,has_discount_text,overall_cvr,0.1734241349329025,0.1734241349329025,180,0,"In vertical=food_delivery, higher has_discount_text is associated with higher overall_cvr (spearman=0.173, n=180)."
all,cta_y_relative,overall_roas,0.17327217075112533,0.17327217075112533,1080,0,"In all, higher cta_y_relative is associated with higher overall_roas (spearman=0.173, n=1080)."
all,subhead_y_relative,perf_score,-0.17326335631665712,0.17326335631665712,1080,0,"In all, higher subhead_y_relative is associated with lower perf_score (spearman=-0.173, n=1080)."
vertical=travel,headline_y_relative,ctr_decay_pct,0.17289859655346906,0.17289859655346906,180,0,"In vertical=travel, higher headline_y_relative is associated with higher ctr_decay_pct (spearman=0.173, n=180)."
vertical=food_delivery,has_price_meta,overall_roas,0.1728808141769795,0.1728808141769795,180,0,"In vertical=food_delivery, higher has_price_meta is associated with higher overall_roas (spearman=0.173, n=180)."
vertical=entertainment,cta_y_relative,perf_score,-0.1726371096426832,0.1726371096426832,180,0,"In vertical=entertainment, higher cta_y_relative is associated with lower perf_score (spearman=-0.173, n=180)."
vertical=ecommerce,grounded_element_count,overall_ipm,0.1723684717595245,0.1723684717595245,180,0,"In vertical=ecommerce, higher grounded_element_count is associated with higher overall_ipm (spearman=0.172, n=180)."
vertical=fintech,headline_y_relative,ctr_decay_pct,0.17218011650805987,0.17218011650805987,180,0,"In vertical=fintech, higher headline_y_relative is associated with higher ctr_decay_pct (spearman=0.172, n=180)."
vertical=food_delivery,has_price_text,overall_ipm,0.17197796264335888,0.17197796264335888,180,0,"In vertical=food_delivery, higher has_price_text is associated with higher overall_ipm (spearman=0.172, n=180)."
all,cta_headline_distance,overall_cvr,0.17187614400319445,0.17187614400319445,1080,0,"In all, higher cta_headline_distance is associated with higher overall_cvr (spearman=0.172, n=1080)."
vertical=fintech,headline_y_relative,overall_ipm,-0.171331497218036,0.171331497218036,180,0,"In vertical=fintech, higher headline_y_relative is associated with lower overall_ipm (spearman=-0.171, n=180)."
vertical=food_delivery,cta_y_relative,overall_ipm,0.17123550907647395,0.17123550907647395,180,0,"In vertical=food_delivery, higher cta_y_relative is associated with higher overall_ipm (spearman=0.171, n=180)."
vertical=gaming,badge_y_relative,overall_cvr,0.17106250304765427,0.17106250304765427,180,0,"In vertical=gaming, higher badge_y_relative is associated with higher overall_cvr (spearman=0.171, n=180)."
all,headline_y_relative,overall_cvr,-0.17041995763303616,0.17041995763303616,1080,0,"In all, higher headline_y_relative is associated with lower overall_cvr (spearman=-0.170, n=1080)."
vertical=food_delivery,cta_y_relative,perf_score,0.17041588560625495,0.17041588560625495,180,0,"In vertical=food_delivery, higher cta_y_relative is associated with higher perf_score (spearman=0.170, n=180)."
vertical=ecommerce,image_aspect_ratio,overall_roas,0.1698516318204694,0.1698516318204694,180,0,"In vertical=ecommerce, higher image_aspect_ratio is associated with higher overall_roas (spearman=0.170, n=180)."
vertical=ecommerce,text_density_meta,overall_ctr,-0.16963584351753783,0.16963584351753783,180,0,"In vertical=ecommerce, higher text_density_meta is associated with lower overall_ctr (spearman=-0.170, n=180)."
vertical=travel,top_zone_element_count,overall_cvr,0.1696193746364515,0.1696193746364515,180,0,"In vertical=travel, higher top_zone_element_count is associated with higher overall_cvr (spearman=0.170, n=180)."
vertical=travel,has_discount_text,overall_cvr,0.16953538474369112,0.16953538474369112,180,0,"In vertical=travel, higher has_discount_text is associated with higher overall_cvr (spearman=0.170, n=180)."
vertical=ecommerce,top_zone_element_count,ctr_decay_pct,-0.1692580279449546,0.1692580279449546,180,0,"In vertical=ecommerce, higher top_zone_element_count is associated with lower ctr_decay_pct (spearman=-0.169, n=180)."
vertical=travel,cta_x_relative,ctr_decay_pct,-0.1690941333009945,0.1690941333009945,180,0,"In vertical=travel, higher cta_x_relative is associated with lower ctr_decay_pct (spearman=-0.169, n=180)."
vertical=gaming,logo_in_top_left,overall_roas,-0.16864829049275046,0.16864829049275046,180,0,"In vertical=gaming, higher logo_in_top_left is associated with lower overall_roas (spearman=-0.169, n=180)."
vertical=ecommerce,has_price_meta,ctr_decay_pct,-0.16827420178241073,0.16827420178241073,180,0,"In vertical=ecommerce, higher has_price_meta is associated with lower ctr_decay_pct (spearman=-0.168, n=180)."
vertical=fintech,cta_area_relative,overall_ctr,-0.16825425510331063,0.16825425510331063,180,0,"In vertical=fintech, higher cta_area_relative is associated with lower overall_ctr (spearman=-0.168, n=180)."
vertical=entertainment,bottom_text_ratio,ctr_decay_pct,-0.1681622112374951,0.1681622112374951,180,0,"In vertical=entertainment, higher bottom_text_ratio is associated with lower ctr_decay_pct (spearman=-0.168, n=180)."
vertical=fintech,image_aspect_ratio,perf_score,-0.16776783765656836,0.16776783765656836,180,0,"In vertical=fintech, higher image_aspect_ratio is associated with lower perf_score (spearman=-0.168, n=180)."
all,cta_headline_distance,overall_roas,-0.16747680566022957,0.16747680566022957,1080,0,"In all, higher cta_headline_distance is associated with lower overall_roas (spearman=-0.167, n=1080)."
vertical=fintech,logo_in_top_left,overall_ipm,-0.16738572616802574,0.16738572616802574,180,0,"In vertical=fintech, higher logo_in_top_left is associated with lower overall_ipm (spearman=-0.167, n=180)."
vertical=travel,badge_y_relative,overall_cvr,0.16726486213270123,0.16726486213270123,180,0,"In vertical=travel, higher badge_y_relative is associated with higher overall_cvr (spearman=0.167, n=180)."
vertical=travel,cta_headline_distance,overall_ipm,0.16644473494269119,0.16644473494269119,180,0,"In vertical=travel, higher cta_headline_distance is associated with higher overall_ipm (spearman=0.166, n=180)."
vertical=gaming,cta_area_relative,ctr_decay_pct,0.1656035870368254,0.1656035870368254,180,0,"In vertical=gaming, higher cta_area_relative is associated with higher ctr_decay_pct (spearman=0.166, n=180)."
vertical=gaming,has_discount_badge_meta,overall_cvr,-0.16454134795191738,0.16454134795191738,180,0,"In vertical=gaming, higher has_discount_badge_meta is associated with lower overall_cvr (spearman=-0.165, n=180)."
all,brand_visibility_meta,overall_ctr,-0.16373996184933082,0.16373996184933082,1080,0,"In all, higher brand_visibility_meta is associated with lower overall_ctr (spearman=-0.164, n=1080)."
vertical=gaming,subhead_y_relative,ctr_decay_pct,0.16325029421049944,0.16325029421049944,180,0,"In vertical=gaming, higher subhead_y_relative is associated with higher ctr_decay_pct (spearman=0.163, n=180)."
vertical=ecommerce,middle_zone_element_count,overall_cvr,0.16296736816987423,0.16296736816987423,180,0,"In vertical=ecommerce, higher middle_zone_element_count is associated with higher overall_cvr (spearman=0.163, n=180)."
all,logo_in_top_left,ctr_decay_pct,0.16274220728303682,0.16274220728303682,1080,0,"In all, higher logo_in_top_left is associated with higher ctr_decay_pct (spearman=0.163, n=1080)."
all,has_discount_text,ctr_decay_pct,-0.16244142514533944,0.16244142514533944,1080,0,"In all, higher has_discount_text is associated with lower ctr_decay_pct (spearman=-0.162, n=1080)."
all,logo_in_top_left,perf_score,-0.16226878504573375,0.16226878504573375,1080,0,"In all, higher logo_in_top_left is associated with lower perf_score (spearman=-0.162, n=1080)."
all,text_density_meta,perf_score,-0.16212323780613194,0.16212323780613194,1080,0,"In all, higher text_density_meta is associated with lower perf_score (spearman=-0.162, n=1080)."
all,has_discount_badge_meta,ctr_decay_pct,-0.16062698540519238,0.16062698540519238,1080,0,"In all, higher has_discount_badge_meta is associated with lower ctr_decay_pct (spearman=-0.161, n=1080)."
vertical=fintech,bottom_zone_element_count,overall_ipm,-0.1601067208422066,0.1601067208422066,180,0,"In vertical=fintech, higher bottom_zone_element_count is associated with lower overall_ipm (spearman=-0.160, n=180)."
all,top_zone_element_count,overall_ipm,-0.1600837887656446,0.1600837887656446,1080,0,"In all, higher top_zone_element_count is associated with lower overall_ipm (spearman=-0.160, n=1080)."
vertical=fintech,subhead_y_relative,perf_score,-0.1600008074313755,0.1600008074313755,180,0,"In vertical=fintech, higher subhead_y_relative is associated with lower perf_score (spearman=-0.160, n=180)."
vertical=travel,has_price_text,perf_score,0.15993208045348142,0.15993208045348142,180,0,"In vertical=travel, higher has_price_text is associated with higher perf_score (spearman=0.160, n=180)."
vertical=travel,has_price_meta,perf_score,0.15993208045348142,0.15993208045348142,180,0,"In vertical=travel, higher has_price_meta is associated with higher perf_score (spearman=0.160, n=180)."
vertical=travel,bottom_text_ratio,overall_ipm,0.15960282091613937,0.15960282091613937,180,0,"In vertical=travel, higher bottom_text_ratio is associated with higher overall_ipm (spearman=0.160, n=180)."
vertical=gaming,cta_headline_distance,ctr_decay_pct,-0.15953650430342367,0.15953650430342367,180,0,"In vertical=gaming, higher cta_headline_distance is associated with lower ctr_decay_pct (spearman=-0.160, n=180)."
vertical=entertainment,cta_headline_distance,overall_roas,-0.15948261251226464,0.15948261251226464,180,0,"In vertical=entertainment, higher cta_headline_distance is associated with lower overall_roas (spearman=-0.159, n=180)."
vertical=travel,subhead_y_relative,overall_cvr,0.15922812803023706,0.15922812803023706,180,0,"In vertical=travel, higher subhead_y_relative is associated with higher overall_cvr (spearman=0.159, n=180)."
vertical=entertainment,has_discount_badge_meta,cvr_decay_pct,-0.15912728734903037,0.15912728734903037,180,0,"In vertical=entertainment, higher has_discount_badge_meta is associated with lower cvr_decay_pct (spearman=-0.159, n=180)."
vertical=fintech,cta_x_relative,perf_score,0.1591055987896435,0.1591055987896435,180,0,"In vertical=fintech, higher cta_x_relative is associated with higher perf_score (spearman=0.159, n=180)."
vertical=gaming,cta_area_relative,overall_ipm,-0.15867414022035112,0.15867414022035112,180,0,"In vertical=gaming, higher cta_area_relative is associated with lower overall_ipm (spearman=-0.159, n=180)."
vertical=entertainment,cta_y_relative,overall_roas,0.15781336399797416,0.15781336399797416,180,0,"In vertical=entertainment, higher cta_y_relative is associated with higher overall_roas (spearman=0.158, n=180)."
vertical=fintech,middle_zone_element_count,perf_score,0.15754695109108066,0.15754695109108066,180,0,"In vertical=fintech, higher middle_zone_element_count is associated with higher perf_score (spearman=0.158, n=180)."
vertical=food_delivery,cta_headline_distance,overall_ctr,0.1574217754333068,0.1574217754333068,180,0,"In vertical=food_delivery, higher cta_headline_distance is associated with higher overall_ctr (spearman=0.157, n=180)."
vertical=fintech,text_density_meta,perf_score,0.15660859975987193,0.15660859975987193,180,0,"In vertical=fintech, higher text_density_meta is associated with higher perf_score (spearman=0.157, n=180)."
vertical=ecommerce,cta_headline_distance,overall_ctr,0.15660336215892892,0.15660336215892892,180,0,"In vertical=ecommerce, higher cta_headline_distance is associated with higher overall_ctr (spearman=0.157, n=180)."
vertical=travel,cta_headline_distance,perf_score,0.15614862432888238,0.15614862432888238,180,0,"In vertical=travel, higher cta_headline_distance is associated with higher perf_score (spearman=0.156, n=180)."
all,cta_y_relative,perf_score,-0.15437259342106546,0.15437259342106546,1080,0,"In all, higher cta_y_relative is associated with lower perf_score (spearman=-0.154, n=1080)."
vertical=ecommerce,cta_area_relative,overall_ipm,-0.15421379355025835,0.15421379355025835,180,0,"In vertical=ecommerce, higher cta_area_relative is associated with lower overall_ipm (spearman=-0.154, n=180)."
vertical=gaming,text_density_meta,overall_ipm,0.15416765100858737,0.15416765100858737,180,0,"In vertical=gaming, higher text_density_meta is associated with higher overall_ipm (spearman=0.154, n=180)."
vertical=food_delivery,text_density_meta,overall_cvr,-0.15404464286333222,0.15404464286333222,180,0,"In vertical=food_delivery, higher text_density_meta is associated with lower overall_cvr (spearman=-0.154, n=180)."
vertical=travel,badge_in_top_right,perf_score,-0.1535837382615022,0.1535837382615022,180,0,"In vertical=travel, higher badge_in_top_right is associated with lower perf_score (spearman=-0.154, n=180)."
vertical=entertainment,has_price_text,perf_score,-0.15253741882407362,0.15253741882407362,180,0,"In vertical=entertainment, higher has_price_text is associated with lower perf_score (spearman=-0.153, n=180)."
vertical=entertainment,has_price_meta,perf_score,-0.15253741882407362,0.15253741882407362,180,0,"In vertical=entertainment, higher has_price_meta is associated with lower perf_score (spearman=-0.153, n=180)."
all,middle_zone_element_count,overall_cvr,-0.15250786186702384,0.15250786186702384,1080,0,"In all, higher middle_zone_element_count is associated with lower overall_cvr (spearman=-0.153, n=1080)."
all,cta_x_relative,ctr_decay_pct,-0.1519025520282833,0.1519025520282833,1080,0,"In all, higher cta_x_relative is associated with lower ctr_decay_pct (spearman=-0.152, n=1080)."
vertical=food_delivery,cta_area_relative,ctr_decay_pct,0.1518320381536581,0.1518320381536581,180,0,"In vertical=food_delivery, higher cta_area_relative is associated with higher ctr_decay_pct (spearman=0.152, n=180)."
all,avg_text_area_rel,overall_ctr,0.15107569477386693,0.15107569477386693,1080,0,"In all, higher avg_text_area_rel is associated with higher overall_ctr (spearman=0.151, n=1080)."
vertical=ecommerce,grounded_element_count,overall_ctr,0.15052338641469973,0.15052338641469973,180,0,"In vertical=ecommerce, higher grounded_element_count is associated with higher overall_ctr (spearman=0.151, n=180)."
vertical=fintech,text_density_meta,overall_ctr,0.15012524083099776,0.15012524083099776,180,0,"In vertical=fintech, higher text_density_meta is associated with higher overall_ctr (spearman=0.150, n=180)."
vertical=ecommerce,logo_in_top_left,overall_ipm,-0.14955491734610993,0.14955491734610993,180,0,"In vertical=ecommerce, higher logo_in_top_left is associated with lower overall_ipm (spearman=-0.150, n=180)."
vertical=entertainment,badge_y_relative,ctr_decay_pct,-0.14951226923989178,0.14951226923989178,180,0,"In vertical=entertainment, higher badge_y_relative is associated with lower ctr_decay_pct (spearman=-0.150, n=180)."
vertical=gaming,bottom_text_ratio,overall_ctr,0.14918344952527235,0.14918344952527235,180,0,"In vertical=gaming, higher bottom_text_ratio is associated with higher overall_ctr (spearman=0.149, n=180)."
all,bottom_zone_element_count,overall_ctr,-0.1491684847858701,0.1491684847858701,1080,0,"In all, higher bottom_zone_element_count is associated with lower overall_ctr (spearman=-0.149, n=1080)."
vertical=ecommerce,subhead_y_relative,ctr_decay_pct,0.14906650842743133,0.14906650842743133,180,0,"In vertical=ecommerce, higher subhead_y_relative is associated with higher ctr_decay_pct (spearman=0.149, n=180)."
vertical=ecommerce,text_density_meta,perf_score,-0.14879971604564937,0.14879971604564937,180,0,"In vertical=ecommerce, higher text_density_meta is associated with lower perf_score (spearman=-0.149, n=180)."
all,cta_y_relative,ctr_decay_pct,0.14791941687063384,0.14791941687063384,1080,0,"In all, higher cta_y_relative is associated with higher ctr_decay_pct (spearman=0.148, n=1080)."
vertical=food_delivery,avg_text_area_rel,overall_cvr,0.14747986048952128,0.14747986048952128,180,0,"In vertical=food_delivery, higher avg_text_area_rel is associated with higher overall_cvr (spearman=0.147, n=180)."
vertical=ecommerce,headline_y_relative,overall_ctr,-0.14706632499125669,0.14706632499125669,180,0,"In vertical=ecommerce, higher headline_y_relative is associated with lower overall_ctr (spearman=-0.147, n=180)."
vertical=gaming,headline_area_relative,perf_score,-0.14660648899110665,0.14660648899110665,180,0,"In vertical=gaming, higher headline_area_relative is associated with lower perf_score (spearman=-0.147, n=180)."
vertical=entertainment,logo_in_top_left,overall_ctr,-0.1464162335374946,0.1464162335374946,180,0,"In vertical=entertainment, higher logo_in_top_left is associated with lower overall_ctr (spearman=-0.146, n=180)."
all,headline_area_relative,overall_cvr,0.14612786368042122,0.14612786368042122,1080,0,"In all, higher headline_area_relative is associated with higher overall_cvr (spearman=0.146, n=1080)."
vertical=travel,cta_x_relative,overall_cvr,0.14606843520874419,0.14606843520874419,180,0,"In vertical=travel, higher cta_x_relative is associated with higher overall_cvr (spearman=0.146, n=180)."
vertical=gaming,text_density_meta,perf_score,0.14587423330709226,0.14587423330709226,180,0,"In vertical=gaming, higher text_density_meta is associated with higher perf_score (spearman=0.146, n=180)."
vertical=fintech,text_density_meta,overall_ipm,0.1458111374748123,0.1458111374748123,180,0,"In vertical=fintech, higher text_density_meta is associated with higher overall_ipm (spearman=0.146, n=180)."
vertical=ecommerce,logo_in_top_left,ctr_decay_pct,0.1455885622838886,0.1455885622838886,180,0,"In vertical=ecommerce, higher logo_in_top_left is associated with higher ctr_decay_pct (spearman=0.146, n=180)."
vertical=fintech,headline_area_relative,overall_cvr,0.14547952624685495,0.14547952624685495,180,0,"In vertical=fintech, higher headline_area_relative is associated with higher overall_cvr (spearman=0.145, n=180)."
vertical=ecommerce,has_price_text,ctr_decay_pct,-0.14526896424689115,0.14526896424689115,180,0,"In vertical=ecommerce, higher has_price_text is associated with lower ctr_decay_pct (spearman=-0.145, n=180)."
vertical=entertainment,top_zone_element_count,ctr_decay_pct,0.14510979257428006,0.14510979257428006,180,0,"In vertical=entertainment, higher top_zone_element_count is associated with higher ctr_decay_pct (spearman=0.145, n=180)."
vertical=food_delivery,image_aspect_ratio,cvr_decay_pct,-0.14509105827501548,0.14509105827501548,180,0,"In vertical=food_delivery, higher image_aspect_ratio is associated with lower cvr_decay_pct (spearman=-0.145, n=180)."
vertical=food_delivery,text_area_total_rel,cvr_decay_pct,-0.14419375083593114,0.14419375083593114,180,0,"In vertical=food_delivery, higher text_area_total_rel is associated with lower cvr_decay_pct (spearman=-0.144, n=180)."
vertical=gaming,badge_y_relative,overall_ctr,0.1441753097187728,0.1441753097187728,180,0,"In vertical=gaming, higher badge_y_relative is associated with higher overall_ctr (spearman=0.144, n=180)."
vertical=food_delivery,has_price_text,perf_score,0.14345937300579015,0.14345937300579015,180,0,"In vertical=food_delivery, higher has_price_text is associated with higher perf_score (spearman=0.143, n=180)."
vertical=entertainment,has_price_text,overall_ctr,-0.14327061111552158,0.14327061111552158,180,0,"In vertical=entertainment, higher has_price_text is associated with lower overall_ctr (spearman=-0.143, n=180)."
vertical=entertainment,has_price_meta,overall_ctr,-0.14327061111552158,0.14327061111552158,180,0,"In vertical=entertainment, higher has_price_meta is associated with lower overall_ctr (spearman=-0.143, n=180)."
vertical=gaming,badge_in_top_right,cvr_decay_pct,0.14267513658569664,0.14267513658569664,180,0,"In vertical=gaming, higher badge_in_top_right is associated with higher cvr_decay_pct (spearman=0.143, n=180)."
vertical=travel,middle_zone_element_count,overall_ipm,0.14262286272006694,0.14262286272006694,180,0,"In vertical=travel, higher middle_zone_element_count is associated with higher overall_ipm (spearman=0.143, n=180)."
vertical=travel,text_area_total_rel,ctr_decay_pct,0.1423541878864574,0.1423541878864574,180,0,"In vertical=travel, higher text_area_total_rel is associated with higher ctr_decay_pct (spearman=0.142, n=180)."
vertical=travel,brand_visibility_meta,overall_ipm,0.14186737293565918,0.14186737293565918,180,0,"In vertical=travel, higher brand_visibility_meta is associated with higher overall_ipm (spearman=0.142, n=180)."
vertical=ecommerce,has_discount_text,overall_roas,0.1416394575899737,0.1416394575899737,180,0,"In vertical=ecommerce, higher has_discount_text is associated with higher overall_roas (spearman=0.142, n=180)."
vertical=ecommerce,bottom_zone_element_count,overall_ctr,-0.1415278738288258,0.1415278738288258,180,0,"In vertical=ecommerce, higher bottom_zone_element_count is associated with lower overall_ctr (spearman=-0.142, n=180)."
all,top_zone_element_count,perf_score,-0.14152548195813827,0.14152548195813827,1080,0,"In all, higher top_zone_element_count is associated with lower perf_score (spearman=-0.142, n=1080)."
vertical=fintech,cta_x_relative,overall_cvr,0.14139367291446145,0.14139367291446145,180,0,"In vertical=fintech, higher cta_x_relative is associated with higher overall_cvr (spearman=0.141, n=180)."
all,ocr_element_count,perf_score,-0.14135614954596662,0.14135614954596662,1080,0,"In all, higher ocr_element_count is associated with lower perf_score (spearman=-0.141, n=1080)."
vertical=travel,badge_y_relative,overall_ipm,0.14132170283954054,0.14132170283954054,180,0,"In vertical=travel, higher badge_y_relative is associated with higher overall_ipm (spearman=0.141, n=180)."
all,badge_y_relative,overall_ipm,0.14093075959849993,0.14093075959849993,1080,0,"In all, higher badge_y_relative is associated with higher overall_ipm (spearman=0.141, n=1080)."
vertical=travel,has_discount_text,ctr_decay_pct,-0.14078182960125166,0.14078182960125166,180,0,"In vertical=travel, higher has_discount_text is associated with lower ctr_decay_pct (spearman=-0.141, n=180)."
vertical=food_delivery,ocr_element_count,overall_ipm,0.14055479099252777,0.14055479099252777,180,0,"In vertical=food_delivery, higher ocr_element_count is associated with higher overall_ipm (spearman=0.141, n=180)."
vertical=fintech,top_zone_element_count,overall_roas,0.1398205160619162,0.1398205160619162,180,0,"In vertical=fintech, higher top_zone_element_count is associated with higher overall_roas (spearman=0.140, n=180)."
vertical=fintech,subhead_y_relative,overall_ipm,-0.13980427486621738,0.13980427486621738,180,0,"In vertical=fintech, higher subhead_y_relative is associated with lower overall_ipm (spearman=-0.140, n=180)."
vertical=ecommerce,has_discount_text,cvr_decay_pct,0.13938524871586272,0.13938524871586272,180,0,"In vertical=ecommerce, higher has_discount_text is associated with higher cvr_decay_pct (spearman=0.139, n=180)."
vertical=entertainment,has_discount_text,cvr_decay_pct,-0.13921438310869794,0.13921438310869794,180,0,"In vertical=entertainment, higher has_discount_text is associated with lower cvr_decay_pct (spearman=-0.139, n=180)."
vertical=food_delivery,text_density_meta,overall_ipm,-0.13919318572703432,0.13919318572703432,180,0,"In vertical=food_delivery, higher text_density_meta is associated with lower overall_ipm (spearman=-0.139, n=180)."
vertical=gaming,headline_y_relative,overall_ipm,-0.1391539860520736,0.1391539860520736,180,0,"In vertical=gaming, higher headline_y_relative is associated with lower overall_ipm (spearman=-0.139, n=180)."
vertical=food_delivery,subhead_y_relative,overall_ctr,-0.13881735228182793,0.13881735228182793,180,0,"In vertical=food_delivery, higher subhead_y_relative is associated with lower overall_ctr (spearman=-0.139, n=180)."
vertical=entertainment,middle_zone_element_count,overall_cvr,0.13866006966469138,0.13866006966469138,180,0,"In vertical=entertainment, higher middle_zone_element_count is associated with higher overall_cvr (spearman=0.139, n=180)."
vertical=ecommerce,cta_area_relative,perf_score,-0.13865005210395856,0.13865005210395856,180,0,"In vertical=ecommerce, higher cta_area_relative is associated with lower perf_score (spearman=-0.139, n=180)."
vertical=ecommerce,ocr_element_count,overall_ipm,0.13859586440588495,0.13859586440588495,180,0,"In vertical=ecommerce, higher ocr_element_count is associated with higher overall_ipm (spearman=0.139, n=180)."
vertical=food_delivery,ocr_element_count,ctr_decay_pct,-0.13853688915842471,0.13853688915842471,180,0,"In vertical=food_delivery, higher ocr_element_count is associated with lower ctr_decay_pct (spearman=-0.139, n=180)."
vertical=fintech,has_discount_text,overall_roas,-0.13804976943062613,0.13804976943062613,180,0,"In vertical=fintech, higher has_discount_text is associated with lower overall_roas (spearman=-0.138, n=180)."
vertical=entertainment,cta_area_relative,overall_roas,0.13801170822927306,0.13801170822927306,180,0,"In vertical=entertainment, higher cta_area_relative is associated with higher overall_roas (spearman=0.138, n=180)."
