creative_id,campaign_id,advertiser_id,advertiser_name,app_name,vertical,format,language,theme,hook_type,cta_text,headline,subhead,dominant_color,emotional_tone,objective,primary_theme,target_age_segment,target_os,creative_launch_date,asset_file,creative_status,best_score,winner_segment,action_hint,global_rank,global_pct,campaign_rank,campaign_pct,vertical_rank,vertical_pct,format_rank,format_pct,vertical_format_rank,vertical_format_pct,perf_score,overall_roas,overall_ipm,overall_ctr,overall_cvr,lifecycle_spend_usd,lifecycle_impressions,lifecycle_revenue_usd,fatigue_day,has_fatigue,ctr_decay_pct,cvr_decay_pct,evidence_ok,low_evidence,perf_score_pct,overall_roas_pct,overall_ipm_pct,overall_cvr_pct,overall_ctr_pct,overall_roas_vs_campaign_median,overall_ipm_vs_vertical_median,perf_score_vs_vertical_format_median
500206,20034,1034,PlateSprint,PlateSprint Delivery,food_delivery,banner,en,combo,free delivery,Get offer,Hungry? We got you,Late-night deals available,orange,playful,order,food-closeup,25-34,iOS,2026-01-05,assets/creative_500206.png,stable,0.43891352549889134,not_top,Review,565.0,0.37472283813747226,1.0,1.0,65.0,0.5974842767295597,30.0,0.8253012048192772,6.0,0.9090909090909091,0.4160493827160494,1.6895629558401266,0.4594254501665519,0.0046917165889135,0.0979226774379688,17959.97,3693744,30344.5,,0,-0.7910090732062605,-0.305125,True,False,0.38470066518847007,0.2804878048780488,0.6341463414634146,0.6596452328159645,0.442350332594235,0.038421617931085894,0.03854701931937177,0.1780864197530865
500214,20035,1035,StarVault,StarVault Plus,entertainment,rewarded_video,en,ugc,challenge,Book now,Exclusive tonight,Cancel anytime,blue,calm,install,ugc,25-34,Android,2026-01-19,assets/creative_500214.png,stable,0.7917405764966742,strong_candidate,Keep,61.0,0.9334811529933481,1.0,1.0,4.0,0.9823529411764705,32.0,0.80625,4.0,0.9302325581395349,0.7271604938271605,2.202904368453443,0.8043752100980026,0.0073548153538696,0.1093671521848317,27477.23,3248484,60529.71,,0,-0.781162006283417,-0.166147837116642,True,False,0.934589800443459,0.4911308203991131,0.844789356984479,0.8037694013303769,0.9157427937915743,0.3599572826027484,0.3623882321930821,0.09413580246913578
500215,20035,1035,StarVault,StarVault Plus,entertainment,rewarded_video,en,drama,exclusive,Learn more,Exclusive tonight,New hits every week,purple,premium,install,ugc,25-34,Android,2026-01-18,assets/creative_500215.png,fatigued,0.6626385809312639,not_top,Review,230.0,0.746119733924612,2.0,0.8333333333333334,41.0,0.7647058823529411,97.0,0.4,23.0,0.4883720930232558,0.6123456790123457,1.7694353432542365,0.6678375782664754,0.0062492030623003,0.1068676392187272,27505.56,3301701,48669.31,15.0,1,-0.845131318169002,-0.0030926739676541,True,False,0.753880266075388,0.31929046563192903,0.8159645232815964,0.7860310421286031,0.7893569844789357,-0.07351174259645821,0.22585060036155485,-0.020679012345679038
500211,20035,1035,StarVault,StarVault Plus,entertainment,interstitial,fr,drama,exclusive,Watch now,A new season drops,Cancel anytime,blue,playful,install,ugc,25-34,Android,2026-01-30,assets/creative_500211.png,stable,0.5768292682926829,not_top,Review,361.0,0.6008869179600886,3.0,0.6666666666666666,60.0,0.6529411764705882,109.0,0.6197183098591549,18.0,0.7424242424242424,0.5518518518518518,1.7690147659480944,0.5414895720241859,0.005755983544115,0.094074204325655,20338.01,2964046,35978.24,,0,-0.7973177726816582,-0.1468230694037146,True,False,0.6363636363636364,0.3181818181818182,0.7372505543237251,0.6008869179600886,0.7039911308203991,-0.0739323199026003,0.09950259411926538,0.08549382716049381
500226,20037,1001,VantaStyle,VantaStyle Market,ecommerce,rewarded_video,en,product-focus,new collection,Watch now,New collection drop,Free shipping over $25,red,urgent,purchase,testimonial,45-54,Both,2026-01-24,assets/creative_500226.png,stable,0.5012749445676274,not_top,Review,466.0,0.4844789356984479,1.0,1.0,27.0,0.8074074074074075,137.0,0.15,6.0,0.5454545454545454,0.5092592592592592,1.860413921101728,0.4304818174012289,0.0057236136932194,0.0752115429996966,46552.35,5182565,86606.64,,0,-0.8510460326013433,-0.0853844437334825,True,False,0.5576496674057649,0.360310421286031,0.5931263858093127,0.34478935698447893,0.7006651884700665,0.38654333678177477,0.12638875664931193,-0.06913580246913598
500224,20037,1001,VantaStyle,VantaStyle Market,ecommerce,native,ja,discount,trending,Order now,Flash sale live,Only this weekend,white,playful,purchase,testimonial,45-54,Both,2026-02-04,assets/creative_500224.png,stable,0.2279933481152993,not_top,Review,793.0,0.12195121951219512,2.0,0.8333333333333334,90.0,0.34074074074074073,238.0,0.06692913385826772,44.0,0.1568627450980392,0.266358024691358,1.83458872671126,0.2801600098189413,0.004375204724769,0.0640335772707705,38017.3,6371359,69746.11,,0,-0.7977372037720825,-0.0202188135686403,True,False,0.14634146341463414,0.34700665188470065,0.19623059866962306,0.25388026607538805,0.3614190687361419,0.3607181423913066,-0.023933050932975652,-0.13981481481481484
500225,20037,1001,VantaStyle,VantaStyle Market,ecommerce,interstitial,en,minimalist,late-night,Try for free,Up to 40% off,Shop bestsellers now,orange,trustworthy,purchase,testimonial,45-54,Both,2026-01-26,assets/creative_500225.png,stable,0.22195121951219512,not_top,Review,799.0,0.11529933481152993,3.0,0.6666666666666666,95.0,0.3037037037037037,264.0,0.07394366197183098,28.0,0.15625,0.2932098765432099,1.5622892230490972,0.2995346603846583,0.005002630246922,0.0598754346413969,38707.98,5231448,60473.06,,0,-0.823411466143785,-0.0700022107889115,True,False,0.17738359201773837,0.2139689578713969,0.2549889135254989,0.20288248337028825,0.524390243902439,0.0884186387291439,-0.00455840036725863,-0.20864197530864198
500230,20038,1002,EarnPath,EarnPath Invest,fintech,interstitial,es,feature-focus,earn more,Shop now,Earn cashback daily,"Fast signup, instant card",orange,calm,signup,testimonial,25-34,Android,2026-01-15,assets/creative_500230.png,stable,0.4505543237250554,not_top,Review,536.0,0.40687361419068735,1.0,1.0,92.0,0.3546099290780142,181.0,0.36619718309859156,27.0,0.1875,0.3709876543209876,4.947479651618547,0.3329220192759186,0.0033819550406124,0.0984406993227279,49177.13,7509266,243302.85,,0,-0.7498967607503351,-0.0790588399636255,True,False,0.31042128603104213,0.7217294900221729,0.369179600886918,0.6696230598669624,0.10310421286031042,0.14170198658138133,-0.04981884778241091,-0.16790123456790135
500229,20038,1002,EarnPath,EarnPath Invest,fintech,rewarded_video,es,drama,save smarter,Claim reward,"Your money, clearer",No hidden fees,white,playful,signup,testimonial,25-34,Android,2026-01-06,assets/creative_500229.png,stable,0.4424611973392462,not_top,Review,555.0,0.3858093126385809,2.0,0.8333333333333334,97.0,0.3191489361702128,146.0,0.09375,8.0,0.125,0.3540123456790123,4.057664376405147,0.3342476187389344,0.0031775047301102,0.1051918556002709,64085.84,7898336,260038.83,,0,-0.7555440806499363,-0.1521287366121383,True,False,0.2893569844789357,0.6862527716186253,0.37472283813747226,0.7649667405764967,0.07427937915742794,-0.7481132886320188,-0.04849324831939511,-0.36790123456790125
500232,20038,1002,EarnPath,EarnPath Invest,fintech,native,es,testimonial,earn more,Order now,"Your money, clearer",No hidden fees,white,premium,signup,testimonial,25-34,Android,2026-01-15,assets/creative_500232.png,stable,0.4099223946784923,not_top,Review,598.0,0.33813747228381374,3.0,0.6666666666666666,106.0,0.2553191489361702,169.0,0.33858267716535434,47.0,0.09803921568627451,0.3382716049382716,5.569657959506507,0.2972394379967008,0.0031343189146581,0.0948338207087381,54062.02,10146702,301106.96,,0,-0.7541686650688685,-0.0936197871662231,True,False,0.2583148558758315,0.7716186252771619,0.24611973392461198,0.6119733924611973,0.06541019955654102,0.7638802944693417,-0.08550142906162872,-0.17932098765432092
500235,20039,1003,CloudRoute,CloudRoute Trips,travel,rewarded_video,it,wanderlust,last-minute deal,Try for free,Dream destinations await,Flexible booking options,orange,premium,booking,family,35-44,Android,2026-01-17,assets/creative_500235.png,fatigued,0.8164634146341465,strong_but_fatigued,Refresh,38.0,0.958980044345898,1.0,1.0,15.0,0.903448275862069,25.0,0.85,14.0,0.717391304347826,0.7805555555555556,7.86742745913762,0.4461164211999277,0.0070795396747597,0.0630148910373985,36681.05,4543657,288585.5,15.0,1,-0.8204929242903559,0.0942444450648725,True,False,0.9733924611973392,0.9401330376940134,0.6175166297117517,0.23835920177383593,0.8946784922394678,1.259735319987664,0.11390550299350616,0.02777777777777779
500237,20039,1003,CloudRoute,CloudRoute Trips,travel,interstitial,fr,food-closeup,last-minute deal,Shop now,Book your next trip,Hotels + flights in one tap,lime,trustworthy,booking,family,35-44,Android,2026-01-29,assets/creative_500237.png,stable,0.723281596452328,not_top,Review,139.0,0.8470066518847007,2.0,0.8333333333333334,41.0,0.7241379310344828,30.0,0.897887323943662,10.0,0.8269230769230769,0.7049382716049383,7.683603695178304,0.3463687013236518,0.0071084094010315,0.0487266112266112,20974.36,3247984,161158.67,,0,-0.7821810826125757,-0.0351526400625215,True,False,0.9041019955654102,0.9257206208425721,0.41019955654101997,0.03325942350332594,0.8968957871396895,1.0759115560283483,0.014157783117230205,0.1274691358024691
500236,20039,1003,CloudRoute,CloudRoute Trips,travel,interstitial,fr,trust,book now,Install now,Escape this weekend,Hotels + flights in one tap,orange,excited,booking,family,35-44,Android,2026-01-19,assets/creative_500236.png,stable,0.557538802660754,not_top,Review,397.0,0.5609756097560976,3.0,0.6666666666666666,88.0,0.4,126.0,0.5598591549295775,26.0,0.5192307692307693,0.5530864197530864,6.360943402823702,0.2974887206278914,0.0056824856016047,0.0523518652724574,32889.45,5099353,209207.93,,0,-0.8378505725939893,-0.1376581444385872,True,False,0.6424611973392461,0.8348115299334812,0.24722838137472283,0.07760532150776053,0.6929046563192904,-0.2467487363262535,-0.03472219757853018,-0.024382716049382802
500242,20040,1004,SnapMeal,SnapMeal Kitchen,food_delivery,rewarded_video,ja,reward,late-night,Start now,Dinner in minutes,Late-night deals available,orange,urgent,order,discount,35-44,Android,2026-01-19,assets/creative_500242.png,fatigued,0.7315410199556541,not_top,Review,132.0,0.8547671840354767,1.0,1.0,12.0,0.9308176100628931,62.0,0.61875,2.0,0.8888888888888888,0.6746913580246914,1.875738388341876,0.8025932013659034,0.0070912457745587,0.1131808467625483,37952.59,4882922,71189.13,11.0,1,-0.8920128027627704,-0.0468831035284439,True,False,0.8603104212860311,0.369179600886918,0.843680709534368,0.8159645232815964,0.8957871396895787,0.4546520130389715,0.38171477051872327,0.09104938271604945
500241,20040,1004,SnapMeal,SnapMeal Kitchen,food_delivery,interstitial,en,family,2-for-1,Get offer,"Fast food, fast",Fresh favorites nearby,orange,calm,order,discount,35-44,Android,2026-01-15,assets/creative_500241.png,stable,0.5686807095343682,not_top,Review,373.0,0.5875831485587583,2.0,0.8333333333333334,40.0,0.7547169811320755,114.0,0.602112676056338,12.0,0.7441860465116279,0.5484567901234568,1.6443111113909288,0.5637694327879375,0.005863113411519,0.0961553006428841,42885.09,6765177,70516.43000000001,,0,-0.8500857583313636,-0.1275654744110816,True,False,0.6308203991130821,0.2549889135254989,0.7638580931263859,0.6363636363636364,0.7239467849223947,0.2232247360880244,0.14289100194075732,0.06820987654320992
500245,20040,1004,SnapMeal,SnapMeal Kitchen,food_delivery,interstitial,en,celebrity,free delivery,Claim reward,"Your cravings, delivered",Fresh favorites nearby,lime,urgent,order,discount,35-44,Android,2026-01-27,assets/creative_500245.png,stable,0.49545454545454537,not_top,Review,476.0,0.47339246119733924,3.0,0.6666666666666666,51.0,0.6855345911949685,163.0,0.4295774647887324,20.0,0.5581395348837209,0.4962962962962963,1.5052569698269818,0.525738810097259,0.0056180385649556,0.0935804914862506,24240.2,3773737,36487.73,,0,-0.8476251567318749,-0.0642393505189034,True,False,0.5249445676274944,0.18957871396895787,0.7228381374722838,0.5920177383592018,0.6862527716186253,0.08417059452407738,0.10486037925007885,0.016049382716049387
500247,20041,1005,MoonScreen,MoonScreen Stream,entertainment,interstitial,en,competitive,watch now,Start now,Stream the hype,Cancel anytime,red,adventurous,signup,trailer,18-24,Android,2026-01-21,assets/creative_500247.png,fatigued,0.6854212860310421,not_top,Review,197.0,0.7827050997782705,1.0,1.0,34.0,0.8058823529411765,45.0,0.8450704225352113,8.0,0.8939393939393939,0.6237654320987653,2.2557090500106654,0.5524057342328924,0.0058159217313885,0.0949816314156293,25784.5,4820732,58162.33,14.0,1,-0.7998842741128749,-0.0732340483672633,True,False,0.7782705099778271,0.5044345898004434,0.7527716186252772,0.6175166297117517,0.7139689578713969,0.18505445806590126,0.11041875632797188,0.15740740740740733
500250,20041,1005,MoonScreen,MoonScreen Stream,entertainment,interstitial,fr,celebrity,watch now,Book now,Stream the hype,New hits every week,lime,excited,signup,trailer,18-24,Android,2026-01-21,assets/creative_500250.png,stable,0.5276053215077606,not_top,Review,433.0,0.5210643015521065,2.0,0.8,73.0,0.5764705882352941,143.0,0.5,24.0,0.6515151515151515,0.4969135802469136,1.967041430747388,0.4700437105540174,0.0050980651183897,0.0922004132231405,24383.34,4557023,47963.04,,0,-0.8168938817377149,0.1435257054150305,True,False,0.5299334811529933,0.4113082039911308,0.647450110864745,0.5598669623059866,0.5465631929046563,-0.10361316119737607,0.02805673264909686,0.030555555555555614
500249,20041,1005,MoonScreen,MoonScreen Stream,entertainment,native,en,ugc,trending,Shop now,A new season drops,New hits every week,black,trustworthy,signup,trailer,18-24,Android,2026-01-23,assets/creative_500249.png,stable,0.49706208425720616,not_top,Review,472.0,0.4778270509977827,3.0,0.6,84.0,0.5117647058823529,128.0,0.5,21.0,0.6078431372549019,0.4469135802469136,2.17426775314214,0.4333617738406477,0.0044159455227376,0.0981356702906039,23574.7,5478102,51257.71,,0,-0.7940602383332408,-0.1525414442478984,True,False,0.4279379157427938,0.48337028824833705,0.5997782705099778,0.664079822616408,0.3736141906873614,0.10361316119737607,-0.008625204064272807,0.041666666666666796
500254,20042,1006,NeonArena,NeonArena Arena,gaming,rewarded_video,es,fantasy,power-up,Start now,Join the arena,Play with friends tonight,blue,excited,install,competitive,45-54,Both,2026-01-18,assets/creative_500254.png,fatigued,0.8362527716186252,strong_but_fatigued,Refresh,29.0,0.9689578713968958,1.0,1.0,10.0,0.9407894736842105,20.0,0.88125,5.0,0.9069767441860465,0.7691358024691358,2.195094784916809,1.492093850013873,0.0078774023731061,0.1894144515339156,20389.32,5391752,44756.49,10.0,1,-0.9003128653642095,-0.0353130269645385,True,False,0.9634146341463414,0.4866962305986696,0.9523281596452328,0.9157427937915743,0.9434589800443459,0.3510097663563443,0.13811318458188704,0.1074074074074074
500252,20042,1006,NeonArena,NeonArena Arena,gaming,playable,pt,competitive,challenge,Install now,Beat your rivals,Free rewards for new players,lime,excited,install,competitive,45-54,Both,2026-01-16,assets/creative_500252.png,fatigued,0.7893015521064303,strong_but_fatigued,Refresh,64.0,0.9301552106430155,2.0,0.8333333333333334,17.0,0.8947368421052632,11.0,0.7368421052631579,10.0,0.7352941176470589,0.7191358024691358,1.898366610268144,1.414339107254455,0.0074793282048618,0.1890997518112762,22145.97,5333233,42041.17,10.0,1,-0.8952256947587206,-0.0188488147884946,True,False,0.9212860310421286,0.38248337028824836,0.9379157427937915,0.9135254988913526,0.9246119733924612,0.05428159170767932,0.06035844182246919,0.011882716049382736
500255,20042,1006,NeonArena,NeonArena Arena,gaming,interstitial,es,fantasy,power-up,Get offer,Join the arena,No ads in first week,lime,excited,install,competitive,45-54,Both,2026-01-16,assets/creative_500255.png,fatigued,0.7334257206208427,not_top,Review,130.0,0.8569844789356984,3.0,0.6666666666666666,36.0,0.7697368421052632,26.0,0.9119718309859155,8.0,0.8813559322033898,0.6660493827160494,1.9030192431994128,1.041422540068231,0.0064679701012347,0.1610122687285494,24072.92,7838317,45811.23,10.0,1,-0.8690454973274042,-0.0851568809845991,True,False,0.843680709534368,0.38470066518847007,0.8725055432372506,0.8392461197339246,0.8270509977827051,0.05893422463894815,-0.3125581253637548,0.10246913580246919
500261,20043,1007,ThreadMark,ThreadMark Store,ecommerce,rewarded_video,en,ugc,free shipping,Learn more,Up to 40% off,Free shipping over $25,orange,adventurous,purchase,product-focus,35-44,Both,2026-01-20,assets/creative_500261.png,stable,0.576330376940133,not_top,Review,362.0,0.5997782705099778,1.0,1.0,13.0,0.9111111111111111,120.0,0.25625,5.0,0.6363636363636364,0.5783950617283952,2.0133340356372607,0.4382236287309256,0.0063877417707447,0.0686038422432707,24300.97,2925447,48925.97,,0,-0.8379121649682929,0.0207927040749607,True,False,0.6917960088691796,0.43237250554323725,0.6053215077605322,0.29711751662971175,0.8148558758314856,-0.045114064058318526,0.13413056797900863,0.0
500262,20043,1007,ThreadMark,ThreadMark Store,ecommerce,interstitial,en,product-focus,limited offer,Claim reward,New collection drop,Free shipping over $25,red,excited,purchase,product-focus,35-44,Both,2026-01-24,assets/creative_500262.png,stable,0.5061529933481154,not_top,Review,457.0,0.49445676274944567,2.0,0.8,25.0,0.8222222222222222,155.0,0.45774647887323944,9.0,0.75,0.5203703703703704,2.1403006073840323,0.3780109096056939,0.0058975725976728,0.0640960163432073,22531.05,3320010,48223.22,,0,-0.8433552553924706,-0.0001525524515799,True,False,0.5742793791574279,0.47117516629711753,0.48226164079822614,0.25609756097560976,0.7317073170731707,0.08185250768845309,0.07391784885377695,0.01851851851851849
500258,20043,1007,ThreadMark,ThreadMark Store,ecommerce,interstitial,fr,celebrity,free shipping,Get offer,Limited stock,Free shipping over $25,purple,playful,purchase,product-focus,35-44,Both,2026-01-20,assets/creative_500258.png,stable,0.39905764966740576,not_top,Review,608.0,0.3270509977827051,3.0,0.6,47.0,0.6592592592592592,213.0,0.2535211267605634,15.0,0.5625,0.466358024691358,1.8822311411936503,0.330442474214584,0.0062540851020765,0.052836261231058,24282.82,3577022,45705.88,,0,-0.8340337821703309,-0.1671139738772589,True,False,0.46452328159645234,0.3736141906873614,0.35698447893569846,0.08869179600886919,0.7915742793791575,-0.17621695850192887,0.02634941346266706,-0.035493827160493874
500265,20044,1008,CoinBridge,CoinBridge Pay,fintech,interstitial,en,testimonial,earn more,Install now,Track every euro,Built for peace of mind,black,calm,signup,feature-focus,18-24,Android,2026-01-19,assets/creative_500265.png,stable,0.8120288248337028,strong_candidate,Keep,42.0,0.9545454545454546,1.0,1.0,10.0,0.9361702127659575,4.0,0.9894366197183099,3.0,0.9375,0.7058641975308642,6.152379971102259,0.5392213445904721,0.0055595864320696,0.0969894705620643,20769.79,2425720,127783.64,,0,-0.7730141227713335,-0.0576776859504133,True,False,0.906319290465632,0.8170731707317073,0.7350332594235033,0.647450110864745,0.6696230598669624,-0.5147165717899549,0.15648047753214261,0.16697530864197518
500266,20044,1008,CoinBridge,CoinBridge Pay,fintech,interstitial,en,testimonial,earn more,Start now,Save with confidence,Built for peace of mind,blue,urgent,signup,feature-focus,18-24,Android,2026-01-17,assets/creative_500266.png,stable,0.6956762749445676,not_top,Review,178.0,0.8037694013303769,2.0,0.5,30.0,0.7943262411347518,39.0,0.8661971830985915,7.0,0.8125,0.6018518518518519,5.358474869434784,0.4629861605219116,0.0049737941816068,0.0930851063829787,21420.33,2494675,114780.3,,0,-0.7530443380831369,-0.2024159054661446,True,False,0.7361419068736141,0.7560975609756098,0.6396895787139689,0.5842572062084257,0.516629711751663,-1.3086216734574299,0.08024529346358211,0.06296296296296289
500273,20045,1009,DriftPass,DriftPass Trips,travel,interstitial,en,urgency,free rewards,Shop now,Last-minute savings,Special fares today,lime,urgent,booking,family,18-24,Android,2026-01-21,assets/creative_500273.png,stable,0.7070953436807096,not_top,Review,167.0,0.8159645232815964,1.0,1.0,49.0,0.6689655172413793,37.0,0.8732394366197183,12.0,0.7884615384615384,0.6959876543209877,9.71647522754889,0.3117068773016933,0.0072095651017279,0.0432351844949683,16574.46,3721445,161045.33,,0,-0.7773205999679459,-0.1940446452563171,True,False,0.8902439024390244,0.9811529933481153,0.3004434589800443,0.0022172949002217295,0.9079822616407982,-1.0937179371561054,-0.020504040904728293,0.11851851851851858
500270,20045,1009,DriftPass,DriftPass Trips,travel,interstitial,es,feature-focus,escape,Get offer,Last-minute savings,Hotels + flights in one tap,orange,excited,booking,family,18-24,Android,2026-01-17,assets/creative_500270.png,fatigued,0.617239467849224,not_top,Review,301.0,0.6674057649667405,2.0,0.6666666666666666,70.0,0.5241379310344828,81.0,0.7183098591549296,18.0,0.6730769230769231,0.5993827160493828,9.10589099538748,0.2864177660688047,0.0058274494994339,0.0491497637339676,23917.52,5338356,217790.33,10.0,1,-0.8265978053046019,-0.1373321472444614,True,False,0.7305986696230599,0.9700665188470067,0.2139689578713969,0.038802660753880266,0.7161862527716186,-1.7043021693175167,-0.045793152137616866,0.02191358024691359
500274,20045,1009,DriftPass,DriftPass Trips,travel,native,es,family,escape,Order now,Dream destinations await,Special fares today,blue,premium,booking,family,18-24,Android,2026-01-21,assets/creative_500274.png,fatigued,0.6139135254988914,not_top,Review,305.0,0.6629711751662971,3.0,0.3333333333333333,73.0,0.503448275862069,73.0,0.7165354330708661,10.0,0.7804878048780488,0.6027777777777777,10.636166320649254,0.2684127903254039,0.0059112267316936,0.0454072906536101,17908.54,5044469,190478.21,12.0,1,-0.8444457851132735,-0.0897655263561593,True,False,0.7400221729490022,0.9933481152993349,0.15964523281596452,0.007760532150776054,0.7372505543237251,-0.1740268440557422,-0.06379812788101769,0.0537037037037037
500281,20046,1010,BiteRush,BiteRush Go,food_delivery,interstitial,ja,combo,free delivery,Watch now,"Your cravings, delivered",Free delivery over $15,orange,playful,order,discount,45-54,iOS,2026-01-19,assets/creative_500281.png,fatigued,0.6528824833702883,not_top,Review,240.0,0.7350332594235033,1.0,1.0,25.0,0.8490566037735849,62.0,0.7852112676056338,7.0,0.8604651162790697,0.5959876543209877,1.9584964160271985,0.579220953298412,0.0057854762264169,0.1001163829268952,34013.93,6386164,66616.16,10.0,1,-0.8318959017667671,-0.0250898492819702,True,False,0.7272727272727273,0.4057649667405765,0.7760532150776053,0.6995565410199557,0.7073170731707317,0.06380704515136193,0.15834252245123182,0.11574074074074076
500277,20046,1010,BiteRush,BiteRush Go,food_delivery,banner,fr,reward,free delivery,Shop now,2-for-1 tonight,Late-night deals available,purple,urgent,order,discount,45-54,iOS,2026-02-01,assets/creative_500277.png,stable,0.5934589800443459,not_top,Review,335.0,0.6297117516629712,2.0,0.8333333333333334,35.0,0.7861635220125787,4.0,0.9819277108433735,2.0,0.9818181818181818,0.5450617283950617,2.324903623906544,0.473524457713332,0.0051601325868481,0.0917659478208415,19343.49,5140178,44971.75,,0,-0.8041498134874115,-0.0437640384726142,True,False,0.6186252771618626,0.5266075388026608,0.6529933481152993,0.5554323725055432,0.5643015521064302,0.4302142530307076,0.052646026866151885,0.3070987654320988
500279,20046,1010,BiteRush,BiteRush Go,food_delivery,interstitial,ja,competitive,fast,Install now,Hungry? We got you,Free delivery over $15,purple,premium,order,discount,45-54,iOS,2026-01-27,assets/creative_500279.png,stable,0.5917960088691796,not_top,Review,337.0,0.6274944567627494,3.0,0.6666666666666666,36.0,0.779874213836478,98.0,0.6584507042253521,10.0,0.7906976744186046,0.5740740740740741,1.871310778171396,0.5225639566600803,0.0059833834058536,0.0873358635431662,20208.53,3831110,37816.44,,0,-0.851657639375546,-0.0993835415375584,True,False,0.6840354767184036,0.36585365853658536,0.7161862527716186,0.4611973392461197,0.7472283813747228,-0.023378592704440537,0.10168552581290013,0.09382716049382717
500282,20047,1011,FluxStream,FluxStream Stream,entertainment,rewarded_video,fr,drama,trending,Get offer,Watch what’s trending,New hits every week,blue,urgent,install,drama,45-54,Both,2026-01-22,assets/creative_500282.png,stable,0.24939024390243902,not_top,Review,775.0,0.1419068736141907,1.0,1.0,142.0,0.17058823529411765,160.0,0.00625,43.0,0.023255813953488372,0.2259259259259259,1.3258580990953035,0.3696522885866222,0.0036746739541257,0.1005945815060938,62831.03,10114911,83305.03,,0,-0.7906739890883545,-0.0575999479616505,True,False,0.11141906873614191,0.12971175166297116,0.4634146341463415,0.7073170731707317,0.17960088691796008,-0.10634718814735455,-0.07233468931829834,-0.4070987654320989
500283,20047,1011,FluxStream,FluxStream Stream,entertainment,native,fr,trailer,new season,Order now,A new season drops,Start free today,blue,urgent,install,drama,45-54,Both,2026-01-22,assets/creative_500283.png,underperformer,0.24129711751662972,not_top,Review,779.0,0.13747228381374724,2.0,0.8333333333333334,144.0,0.1588235294117647,229.0,0.10236220472440945,42.0,0.19607843137254902,0.191358024691358,1.70242598236133,0.3128416056197728,0.003083225146295,0.1014657025600938,67264.71,16596258,114513.19,,0,-0.7592708177659047,-0.0430403796525048,True,False,0.08481152993348115,0.28713968957871394,0.3048780487804878,0.7184035476718403,0.05543237250554324,0.27022069511867186,-0.12914537228514772,-0.2138888888888888
500285,20047,1011,FluxStream,FluxStream Stream,entertainment,interstitial,es,feature-focus,exclusive,Order now,Exclusive tonight,New hits every week,lime,adventurous,install,drama,45-54,Both,2026-02-01,assets/creative_500285.png,underperformer,0.21402439024390243,not_top,Review,806.0,0.10753880266075388,3.0,0.6666666666666666,151.0,0.11764705882352941,265.0,0.07042253521126761,56.0,0.16666666666666666,0.207716049382716,1.4605468973914917,0.3312221694255418,0.0036889528075526,0.0897875865333412,46055.44,9163034,67266.13,,0,-0.7941745112146226,-0.2104697555124033,True,False,0.0942350332594235,0.17738359201773837,0.35920177383592017,0.5099778270509978,0.18292682926829268,0.02834161014883363,-0.11076480847937875,-0.25864197530864197
500291,20048,1012,VoxelRealm,VoxelRealm Legends,gaming,rewarded_video,en,family,challenge,Claim reward,Beat your rivals,Play with friends tonight,purple,urgent,install,competitive,35-44,Android,2026-01-31,assets/creative_500291.png,stable,0.7730044345898005,strong_candidate,Keep,86.0,0.9057649667405765,1.0,1.0,23.0,0.8552631578947368,41.0,0.75,8.0,0.8372093023255814,0.717283950617284,1.6626788624606876,1.8376574646683883,0.0088178578331347,0.2084018022793533,26795.03,4278817,44551.53,,0,-0.7843802571573515,-0.0719255491982765,True,False,0.9135254988913526,0.26496674057649666,0.9811529933481153,0.9645232815964523,0.9733924611973392,0.36366880805147894,0.4836767992364024,0.05555555555555558
500290,20048,1012,VoxelRealm,VoxelRealm Legends,gaming,rewarded_video,fr,fantasy,free rewards,Shop now,Beat your rivals,Free rewards for new players,lime,calm,install,competitive,35-44,Android,2026-02-04,assets/creative_500290.png,fatigued,0.7655764966740577,not_top,Review,98.0,0.8924611973392461,2.0,0.8333333333333334,27.0,0.8289473684210527,48.0,0.70625,10.0,0.7906976744186046,0.7166666666666667,1.6264505595431014,1.816568655820505,0.0092430724786022,0.1965329883570504,26207.99,4181510,42626.0,13.0,1,-0.7932178922952559,-0.0440197790947746,True,False,0.9124168514412417,0.24833702882483372,0.9800443458980045,0.9334811529933481,0.983370288248337,0.32744050513389267,0.46258799038851905,0.05493827160493825
500293,20048,1012,VoxelRealm,VoxelRealm Legends,gaming,rewarded_video,es,feature-focus,power-up,Start now,Join the arena,Free rewards for new players,blue,trustworthy,install,competitive,35-44,Android,2026-01-26,assets/creative_500293.png,fatigued,0.7052106430155212,not_top,Review,168.0,0.8148558758314856,3.0,0.6666666666666666,48.0,0.6907894736842105,77.0,0.525,18.0,0.6046511627906976,0.653395061728395,1.40889361706135,1.5817165004271128,0.0074416558492368,0.2125489988346223,31856.33,5073602,44882.18,11.0,1,-0.8792266112804491,-0.1041097849061295,True,False,0.8248337028824834,0.15964523281596452,0.9600886917960089,0.9722838137472284,0.9223946784922394,0.10988356265214128,0.22773583499512684,-0.008333333333333415
