creative_id,landscape_x,landscape_y,landscape_method,vertical,format,creative_status,perf_score,overall_roas,asset_file
500206,-0.10773623,0.6238861,tsne_pca_fallback,food_delivery,banner,stable,0.4160493827160494,1.6895629558401266,assets/creative_500206.png
500207,0.000323534,0.47740948,tsne_pca_fallback,food_delivery,native,fatigued,0.6503086419753087,2.083185519876788,assets/creative_500207.png
500208,0.21345377,0.8595116,tsne_pca_fallback,food_delivery,banner,stable,0.3089506172839506,1.4280300948962,assets/creative_500208.png
500209,0.050465703,0.6065023,tsne_pca_fallback,food_delivery,native,stable,0.4320987654320987,1.6127197199779548,assets/creative_500209.png
500210,0.062460423,-0.6068421,tsne_pca_fallback,entertainment,banner,stable,0.4459876543209876,1.916458828447153,assets/creative_500210.png
500211,0.51804245,0.3890568,tsne_pca_fallback,entertainment,interstitial,stable,0.5518518518518518,1.7690147659480944,assets/creative_500211.png
500212,0.1959188,-0.052164674,tsne_pca_fallback,entertainment,native,stable,0.4987654320987655,1.9976412605716063,assets/creative_500212.png
500213,0.25347292,-0.20187801,tsne_pca_fallback,entertainment,interstitial,stable,0.5373456790123456,1.7616765693488856,assets/creative_500213.png
500214,0.276502,-0.3013084,tsne_pca_fallback,entertainment,rewarded_video,stable,0.7271604938271605,2.202904368453443,assets/creative_500214.png
500215,0.29174387,-0.1896165,tsne_pca_fallback,entertainment,rewarded_video,fatigued,0.6123456790123457,1.7694353432542365,assets/creative_500215.png
500216,-0.7944002,0.47084332,tsne_pca_fallback,gaming,playable,stable,0.712037037037037,1.498903288074516,assets/creative_500216.png
500217,-0.7290894,0.20063484,tsne_pca_fallback,gaming,rewarded_video,top_performer,0.7944444444444444,1.9830225348945536,assets/creative_500217.png
500218,-0.7866763,0.4645605,tsne_pca_fallback,gaming,interstitial,stable,0.6509259259259259,1.3375007857187755,assets/creative_500218.png
500219,-0.73962015,0.24680078,tsne_pca_fallback,gaming,playable,top_performer,0.8018518518518518,2.0286845482994096,assets/creative_500219.png
500220,-0.9860578,0.21797025,tsne_pca_fallback,gaming,banner,fatigued,0.5901234567901235,1.3556886945302284,assets/creative_500220.png
500221,-0.6164404,0.4342203,tsne_pca_fallback,gaming,rewarded_video,stable,0.7185185185185184,1.5824358187158765,assets/creative_500221.png
500222,-0.19356197,0.06414688,tsne_pca_fallback,ecommerce,banner,underperformer,0.0453703703703703,1.19447145739005,assets/creative_500222.png
500223,-0.23625135,0.16143584,tsne_pca_fallback,ecommerce,banner,underperformer,0.0635802469135802,1.3854519455908094,assets/creative_500223.png
500224,0.2689668,0.41244268,tsne_pca_fallback,ecommerce,native,stable,0.266358024691358,1.83458872671126,assets/creative_500224.png
500225,-0.12902766,0.23862195,tsne_pca_fallback,ecommerce,interstitial,stable,0.2932098765432099,1.5622892230490972,assets/creative_500225.png
500226,-0.045631826,0.2505517,tsne_pca_fallback,ecommerce,rewarded_video,stable,0.5092592592592592,1.860413921101728,assets/creative_500226.png
500227,-0.23634559,0.16230178,tsne_pca_fallback,ecommerce,banner,underperformer,0.0265432098765432,1.1161954704388195,assets/creative_500227.png
500228,0.46282613,-0.7341287,tsne_pca_fallback,fintech,native,stable,0.2725308641975308,4.664075678455785,assets/creative_500228.png
500229,0.7511456,0.34617662,tsne_pca_fallback,fintech,rewarded_video,stable,0.3540123456790123,4.057664376405147,assets/creative_500229.png
500230,0.59786344,-0.06996918,tsne_pca_fallback,fintech,interstitial,stable,0.3709876543209876,4.947479651618547,assets/creative_500230.png
500231,0.4645183,-0.10560608,tsne_pca_fallback,fintech,banner,stable,0.2330246913580247,3.97950896776251,assets/creative_500231.png
500232,0.7216275,0.39870727,tsne_pca_fallback,fintech,native,stable,0.3382716049382716,5.569657959506507,assets/creative_500232.png
500233,0.46045005,0.18897343,tsne_pca_fallback,fintech,native,stable,0.3083333333333333,5.143403715244662,assets/creative_500233.png
500234,0.65346277,-0.4721489,tsne_pca_fallback,travel,interstitial,stable,0.5351851851851852,6.3151350412941065,assets/creative_500234.png
500235,0.98053014,-0.2385037,tsne_pca_fallback,travel,rewarded_video,fatigued,0.7805555555555556,7.86742745913762,assets/creative_500235.png
500236,0.8230823,-0.48372996,tsne_pca_fallback,travel,interstitial,stable,0.5530864197530864,6.360943402823702,assets/creative_500236.png
500237,0.93270504,0.12199712,tsne_pca_fallback,travel,interstitial,stable,0.7049382716049383,7.683603695178304,assets/creative_500237.png
500238,0.6232898,-0.27569926,tsne_pca_fallback,travel,interstitial,stable,0.4104938271604939,4.904972209628186,assets/creative_500238.png
500239,0.51401377,-0.50892544,tsne_pca_fallback,travel,native,stable,0.4574074074074074,6.854440875476209,assets/creative_500239.png
500240,-0.12645626,0.7349788,tsne_pca_fallback,food_delivery,banner,underperformer,0.2141975308641975,1.336915780778827,assets/creative_500240.png
500241,-0.21137828,0.4589858,tsne_pca_fallback,food_delivery,interstitial,stable,0.5484567901234568,1.6443111113909288,assets/creative_500241.png
500242,0.08075881,0.9649831,tsne_pca_fallback,food_delivery,rewarded_video,fatigued,0.6746913580246914,1.875738388341876,assets/creative_500242.png
500243,-0.27212507,0.38559818,tsne_pca_fallback,food_delivery,banner,underperformer,0.0543209876543209,1.017666193836778,assets/creative_500243.png
500244,-0.23718172,0.30588996,tsne_pca_fallback,food_delivery,banner,underperformer,0.1274691358024691,1.1549417133828677,assets/creative_500244.png
500245,0.03222096,0.6955581,tsne_pca_fallback,food_delivery,interstitial,stable,0.4962962962962963,1.5052569698269818,assets/creative_500245.png
500246,0.15605903,-0.3623348,tsne_pca_fallback,entertainment,interstitial,stable,0.4003086419753086,1.7367365002082449,assets/creative_500246.png
500247,0.09837651,-0.53188884,tsne_pca_fallback,entertainment,interstitial,fatigued,0.6237654320987653,2.2557090500106654,assets/creative_500247.png
500248,0.32030296,-0.953465,tsne_pca_fallback,entertainment,rewarded_video,stable,0.7793209876543209,2.9898556284582227,assets/creative_500248.png
500249,0.37557256,0.22274494,tsne_pca_fallback,entertainment,native,stable,0.4469135802469136,2.17426775314214,assets/creative_500249.png
500250,0.12816799,-0.6322967,tsne_pca_fallback,entertainment,interstitial,stable,0.4969135802469136,1.967041430747388,assets/creative_500250.png
500251,0.47715986,-0.38453323,tsne_pca_fallback,entertainment,native,underperformer,0.2114197530864197,1.684409654240029,assets/creative_500251.png
500252,-0.74270093,0.26215875,tsne_pca_fallback,gaming,playable,fatigued,0.7191358024691358,1.898366610268144,assets/creative_500252.png
500253,-0.70276237,0.053633213,tsne_pca_fallback,gaming,native,stable,0.5030864197530864,1.7898034268527854,assets/creative_500253.png
500254,-0.63705707,0.4252417,tsne_pca_fallback,gaming,rewarded_video,fatigued,0.7691358024691358,2.195094784916809,assets/creative_500254.png
500255,-0.5896996,0.50421464,tsne_pca_fallback,gaming,interstitial,fatigued,0.6660493827160494,1.9030192431994128,assets/creative_500255.png
500256,-0.6039137,0.0642755,tsne_pca_fallback,gaming,rewarded_video,stable,0.5212962962962963,1.4577996545518466,assets/creative_500256.png
500257,-0.5329833,0.27118528,tsne_pca_fallback,gaming,native,stable,0.4219135802469135,1.5953955269261444,assets/creative_500257.png
500258,-0.11809218,0.10489249,tsne_pca_fallback,ecommerce,interstitial,stable,0.466358024691358,1.8822311411936503,assets/creative_500258.png
500259,0.07867205,0.1972102,tsne_pca_fallback,ecommerce,native,stable,0.5429012345679013,2.5867450674257624,assets/creative_500259.png
500260,0.27804506,0.39581752,tsne_pca_fallback,ecommerce,native,stable,0.3999999999999999,2.1035621637538973,assets/creative_500260.png
500261,-0.10184622,0.24475169,tsne_pca_fallback,ecommerce,rewarded_video,stable,0.5783950617283952,2.0133340356372607,assets/creative_500261.png
500262,-0.061181962,0.21451843,tsne_pca_fallback,ecommerce,interstitial,stable,0.5203703703703704,2.1403006073840323,assets/creative_500262.png
500263,0.21644592,0.7282754,tsne_pca_fallback,ecommerce,interstitial,underperformer,0.2089506172839506,1.505380296576912,assets/creative_500263.png
500264,0.5085596,0.20889366,tsne_pca_fallback,fintech,banner,stable,0.5287037037037038,6.372480171667206,assets/creative_500264.png
500265,0.4833393,0.1865524,tsne_pca_fallback,fintech,interstitial,stable,0.7058641975308642,6.152379971102259,assets/creative_500265.png
500266,0.7742057,0.00067424774,tsne_pca_fallback,fintech,interstitial,stable,0.6018518518518519,5.358474869434784,assets/creative_500266.png
500267,0.49798942,0.22462499,tsne_pca_fallback,fintech,banner,stable,0.6234567901234568,7.238963281515091,assets/creative_500267.png
500268,0.56541264,-0.16429234,tsne_pca_fallback,fintech,interstitial,stable,0.7611111111111111,6.9617129141172205,assets/creative_500268.png
500269,0.51158106,-0.18209195,tsne_pca_fallback,fintech,rewarded_video,top_performer,0.8151234567901234,7.182436513496025,assets/creative_500269.png
500270,0.8260814,-0.5938417,tsne_pca_fallback,travel,interstitial,fatigued,0.5993827160493828,9.10589099538748,assets/creative_500270.png
500271,0.5460874,-0.26413596,tsne_pca_fallback,travel,interstitial,stable,0.755246913580247,11.436730556639889,assets/creative_500271.png
500272,0.8598362,0.3000543,tsne_pca_fallback,travel,rewarded_video,fatigued,0.8077160493827161,10.984220008760738,assets/creative_500272.png
500273,0.7385315,-0.6951299,tsne_pca_fallback,travel,interstitial,stable,0.6959876543209877,9.71647522754889,assets/creative_500273.png
500274,0.22616792,-0.0774315,tsne_pca_fallback,travel,native,fatigued,0.6027777777777777,10.636166320649254,assets/creative_500274.png
500275,0.26032948,-0.049209237,tsne_pca_fallback,travel,native,stable,0.7175925925925926,13.192217481759064,assets/creative_500275.png
500276,-0.14663845,0.69738746,tsne_pca_fallback,food_delivery,banner,stable,0.3348765432098765,1.7714099758987971,assets/creative_500276.png
500277,-0.2201091,0.28088427,tsne_pca_fallback,food_delivery,banner,stable,0.5450617283950617,2.324903623906544,assets/creative_500277.png
500278,-0.15427971,0.6269442,tsne_pca_fallback,food_delivery,banner,stable,0.4141975308641974,1.918067963580277,assets/creative_500278.png
500279,-0.119135916,0.68035793,tsne_pca_fallback,food_delivery,interstitial,stable,0.5740740740740741,1.871310778171396,assets/creative_500279.png
500280,0.06399965,0.6258557,tsne_pca_fallback,food_delivery,native,stable,0.3203703703703703,1.6485211469955825,assets/creative_500280.png
500281,-0.005836189,0.70523584,tsne_pca_fallback,food_delivery,interstitial,fatigued,0.5959876543209877,1.9584964160271985,assets/creative_500281.png
500282,0.27794957,-0.976127,tsne_pca_fallback,entertainment,rewarded_video,stable,0.2259259259259259,1.3258580990953035,assets/creative_500282.png
500283,0.35932982,-0.5669015,tsne_pca_fallback,entertainment,native,underperformer,0.191358024691358,1.70242598236133,assets/creative_500283.png
500284,0.36061,0.18748593,tsne_pca_fallback,entertainment,native,underperformer,0.074074074074074,1.3549098181808754,assets/creative_500284.png
500285,0.25577855,-0.19548446,tsne_pca_fallback,entertainment,interstitial,underperformer,0.207716049382716,1.4605468973914917,assets/creative_500285.png
500286,0.24919438,-0.5191195,tsne_pca_fallback,entertainment,native,underperformer,0.1478395061728395,1.5955802741972134,assets/creative_500286.png
500287,0.3815683,0.17439687,tsne_pca_fallback,entertainment,interstitial,underperformer,0.1722222222222222,1.4038636770938244,assets/creative_500287.png
500288,-0.6350873,0.3387668,tsne_pca_fallback,gaming,rewarded_video,stable,0.5367283950617284,1.104957649984749,assets/creative_500288.png
500289,-0.893173,0.4785787,tsne_pca_fallback,gaming,interstitial,stable,0.5040123456790124,1.1777295972557889,assets/creative_500289.png
500290,-0.7265345,0.26380444,tsne_pca_fallback,gaming,rewarded_video,fatigued,0.7166666666666667,1.6264505595431014,assets/creative_500290.png
500291,-0.79270464,0.16052616,tsne_pca_fallback,gaming,rewarded_video,stable,0.717283950617284,1.6626788624606876,assets/creative_500291.png
500292,-0.6451966,0.22463143,tsne_pca_fallback,gaming,rewarded_video,fatigued,0.5919753086419753,1.1891264917570674,assets/creative_500292.png
500293,-0.67212087,0.39751434,tsne_pca_fallback,gaming,rewarded_video,fatigued,0.653395061728395,1.40889361706135,assets/creative_500293.png
500294,0.1433891,0.09218645,tsne_pca_fallback,ecommerce,native,stable,0.4049382716049383,1.94744856674512,assets/creative_500294.png
500295,-0.09739554,0.3544489,tsne_pca_fallback,ecommerce,interstitial,stable,0.5015432098765432,1.7761958845214507,assets/creative_500295.png
500296,0.03318715,0.114156485,tsne_pca_fallback,ecommerce,native,stable,0.3719135802469135,1.7890384477359351,assets/creative_500296.png
500297,0.28562438,0.19090438,tsne_pca_fallback,ecommerce,native,stable,0.2759259259259259,1.7077023725027185,assets/creative_500297.png
500298,0.19681633,0.4116906,tsne_pca_fallback,ecommerce,native,stable,0.5737654320987654,2.3625016779590364,assets/creative_500298.png
500299,0.33107448,0.58698285,tsne_pca_fallback,ecommerce,banner,stable,0.2493827160493827,1.678322022914176,assets/creative_500299.png
500300,0.68862414,0.38146794,tsne_pca_fallback,fintech,native,stable,0.5021604938271605,6.966146869234955,assets/creative_500300.png
500301,0.7711623,0.28200877,tsne_pca_fallback,fintech,interstitial,stable,0.5132716049382716,5.767273184102584,assets/creative_500301.png
500302,0.71485555,0.054749846,tsne_pca_fallback,fintech,native,stable,0.4654320987654321,6.824046083669385,assets/creative_500302.png
500303,0.7591845,0.32574558,tsne_pca_fallback,fintech,banner,stable,0.2703703703703703,4.752939444449247,assets/creative_500303.png
500304,0.7819127,0.42079246,tsne_pca_fallback,fintech,rewarded_video,stable,0.6811728395061728,6.434442012018808,assets/creative_500304.png
500305,0.58628106,0.022203088,tsne_pca_fallback,fintech,interstitial,stable,0.3265432098765432,4.347341576072958,assets/creative_500305.png
500306,0.41086876,-0.5037327,tsne_pca_fallback,travel,native,stable,0.5367283950617284,6.500488705435914,assets/creative_500306.png
500307,0.5112469,-0.49740475,tsne_pca_fallback,travel,native,stable,0.6333333333333334,7.034815929060022,assets/creative_500307.png
500308,0.48534358,-0.4239257,tsne_pca_fallback,travel,native,stable,0.5660493827160494,6.786131486772004,assets/creative_500308.png
500309,0.81375635,-0.4268155,tsne_pca_fallback,travel,interstitial,stable,0.5697530864197531,5.33970512478544,assets/creative_500309.png
500310,0.41694057,-0.51307106,tsne_pca_fallback,travel,native,stable,0.5478395061728395,6.986778382323749,assets/creative_500310.png
500311,0.5544826,-0.4840898,tsne_pca_fallback,travel,native,stable,0.4657407407407408,6.094292933385115,assets/creative_500311.png
500312,-0.11796594,0.679366,tsne_pca_fallback,food_delivery,interstitial,fatigued,0.645679012345679,2.1578676957609653,assets/creative_500312.png
500313,0.04460168,0.97596467,tsne_pca_fallback,food_delivery,banner,underperformer,0.0410493827160493,1.080977805385796,assets/creative_500313.png
500314,-0.2209999,0.47571266,tsne_pca_fallback,food_delivery,rewarded_video,fatigued,0.5836419753086419,1.852723005182142,assets/creative_500314.png
500315,0.10173154,0.19694853,tsne_pca_fallback,food_delivery,banner,stable,0.4305555555555556,2.0664289326246674,assets/creative_500315.png
500316,-0.24508446,0.40257215,tsne_pca_fallback,food_delivery,banner,stable,0.2422839506172839,1.66210342419756,assets/creative_500316.png
500317,-0.1762361,0.43331623,tsne_pca_fallback,food_delivery,interstitial,stable,0.4175925925925925,1.712385746774946,assets/creative_500317.png
500318,0.13322127,-0.41762,tsne_pca_fallback,entertainment,interstitial,stable,0.6046296296296297,1.816406839932576,assets/creative_500318.png
500319,0.15365267,-0.44706106,tsne_pca_fallback,entertainment,interstitial,stable,0.5231481481481481,1.6893814165523886,assets/creative_500319.png
500320,0.2755183,-0.9582988,tsne_pca_fallback,entertainment,rewarded_video,fatigued,0.6330246913580247,1.8413110865592552,assets/creative_500320.png
500321,0.23930943,-0.21830338,tsne_pca_fallback,entertainment,interstitial,stable,0.4614197530864197,1.5544220197813956,assets/creative_500321.png
500322,0.13266778,-0.5812733,tsne_pca_fallback,entertainment,interstitial,stable,0.5024691358024692,1.590758052858573,assets/creative_500322.png
500323,0.33829653,-0.775224,tsne_pca_fallback,entertainment,native,fatigued,0.5947530864197531,2.1564205842749256,assets/creative_500323.png
500324,-0.95685524,0.23627853,tsne_pca_fallback,gaming,interstitial,stable,0.542283950617284,0.8778804320034898,assets/creative_500324.png
500325,-0.74683714,0.12929833,tsne_pca_fallback,gaming,interstitial,stable,0.5459876543209877,0.9299153656421766,assets/creative_500325.png
500326,-0.74390924,0.2716037,tsne_pca_fallback,gaming,rewarded_video,fatigued,0.6688271604938271,1.3018728131440236,assets/creative_500326.png
500327,-0.5392313,0.34916937,tsne_pca_fallback,gaming,native,stable,0.4299382716049383,0.931399856205351,assets/creative_500327.png
500328,-0.99557745,0.14867556,tsne_pca_fallback,gaming,interstitial,stable,0.4679012345679012,0.8175861103502293,assets/creative_500328.png
500329,-0.56635094,0.40914106,tsne_pca_fallback,gaming,rewarded_video,stable,0.5444444444444444,0.7856854493649545,assets/creative_500329.png
500330,-0.058867276,0.31754196,tsne_pca_fallback,ecommerce,rewarded_video,stable,0.4145061728395061,1.9685499134905544,assets/creative_500330.png
500331,0.32401252,0.44761288,tsne_pca_fallback,ecommerce,interstitial,underperformer,0.1429012345679012,1.4972697497878154,assets/creative_500331.png
500332,-0.012519777,0.20723653,tsne_pca_fallback,ecommerce,banner,underperformer,0.1679012345679012,1.84489187669462,assets/creative_500332.png
500333,0.17048645,0.12062347,tsne_pca_fallback,ecommerce,native,stable,0.2410493827160494,1.969307752277369,assets/creative_500333.png
500334,-0.08925134,0.062392473,tsne_pca_fallback,ecommerce,banner,underperformer,0.1040123456790123,1.6447949782459317,assets/creative_500334.png
500335,0.28611362,0.22509384,tsne_pca_fallback,ecommerce,native,stable,0.4283950617283951,2.59953901929028,assets/creative_500335.png
500336,0.56602764,0.22470939,tsne_pca_fallback,fintech,banner,stable,0.3802469135802469,4.745056741225114,assets/creative_500336.png
500337,0.68515503,0.31720853,tsne_pca_fallback,fintech,rewarded_video,stable,0.763888888888889,6.475334345760055,assets/creative_500337.png
500338,0.23350072,0.0071868896,tsne_pca_fallback,fintech,native,stable,0.7157407407407407,7.353865793064501,assets/creative_500338.png
500339,0.36229503,-0.44851172,tsne_pca_fallback,fintech,native,stable,0.5537037037037037,5.870673634000219,assets/creative_500339.png
500340,0.731892,0.008393288,tsne_pca_fallback,fintech,banner,stable,0.5287037037037038,5.787528668720042,assets/creative_500340.png
500341,0.7603005,0.3434273,tsne_pca_fallback,fintech,rewarded_video,top_performer,0.820679012345679,6.81912278203412,assets/creative_500341.png
500342,0.55009973,-0.4481485,tsne_pca_fallback,travel,native,stable,0.3475308641975308,6.951194029261552,assets/creative_500342.png
500343,0.84272444,0.2975142,tsne_pca_fallback,travel,rewarded_video,stable,0.4882716049382716,5.87722328430835,assets/creative_500343.png
500344,0.8675387,-0.53010714,tsne_pca_fallback,travel,rewarded_video,stable,0.4740740740740741,6.05486979392147,assets/creative_500344.png
500345,0.9701494,-0.21691203,tsne_pca_fallback,travel,interstitial,stable,0.4317901234567902,6.240355919153888,assets/creative_500345.png
500346,0.658695,-0.4637488,tsne_pca_fallback,travel,interstitial,stable,0.3515432098765432,5.569891851263709,assets/creative_500346.png
500347,0.8499098,0.28778493,tsne_pca_fallback,travel,interstitial,stable,0.3388888888888888,5.268057996376407,assets/creative_500347.png
500348,0.06619859,0.56330466,tsne_pca_fallback,food_delivery,native,fatigued,0.6194444444444445,2.168084048306802,assets/creative_500348.png
500349,0.08803141,0.56913483,tsne_pca_fallback,food_delivery,native,stable,0.4929012345679012,1.8428334424583148,assets/creative_500349.png
500350,-0.26075184,0.3487078,tsne_pca_fallback,food_delivery,banner,stable,0.2645061728395061,1.4754029147006409,assets/creative_500350.png
500351,0.12710142,0.07610619,tsne_pca_fallback,food_delivery,native,stable,0.524074074074074,1.943731613988204,assets/creative_500351.png
500352,0.09190261,0.32999718,tsne_pca_fallback,food_delivery,native,stable,0.4558641975308642,1.807477350419244,assets/creative_500352.png
500353,0.06424284,0.55582166,tsne_pca_fallback,food_delivery,native,stable,0.3925925925925926,1.6743192270762972,assets/creative_500353.png
500354,0.19104826,-0.44153404,tsne_pca_fallback,entertainment,rewarded_video,stable,0.5271604938271605,1.787188331965676,assets/creative_500354.png
500355,0.45919728,0.44257295,tsne_pca_fallback,entertainment,rewarded_video,stable,0.4746913580246913,1.7978005909226171,assets/creative_500355.png
500356,0.12012148,-0.33061945,tsne_pca_fallback,entertainment,rewarded_video,stable,0.4632716049382716,1.7882226163683246,assets/creative_500356.png
500357,0.23763013,-0.96957326,tsne_pca_fallback,entertainment,interstitial,stable,0.345679012345679,1.7104515481296876,assets/creative_500357.png
500358,0.14935434,-0.45201045,tsne_pca_fallback,entertainment,interstitial,stable,0.3407407407407408,1.6385343508431045,assets/creative_500358.png
500359,0.2988068,-0.6335409,tsne_pca_fallback,entertainment,native,stable,0.3126543209876543,1.911948868360502,assets/creative_500359.png
500360,-0.6703247,0.49562442,tsne_pca_fallback,gaming,interstitial,stable,0.5555555555555556,1.1436634855354535,assets/creative_500360.png
500361,-0.97258586,0.21358073,tsne_pca_fallback,gaming,interstitial,fatigued,0.6453703703703703,1.3740055243669786,assets/creative_500361.png
500362,-0.790988,0.10819256,tsne_pca_fallback,gaming,interstitial,stable,0.5404320987654321,1.0910478250378732,assets/creative_500362.png
500363,-0.73008287,0.10202408,tsne_pca_fallback,gaming,interstitial,fatigued,0.633641975308642,1.3288418863316949,assets/creative_500363.png
500364,-0.66987336,0.47482073,tsne_pca_fallback,gaming,interstitial,stable,0.5577160493827161,1.1863148118729607,assets/creative_500364.png
500365,-0.9713199,0.21305871,tsne_pca_fallback,gaming,interstitial,fatigued,0.6401234567901235,1.360609093235507,assets/creative_500365.png
500366,-0.15965283,0.104560375,tsne_pca_fallback,ecommerce,interstitial,stable,0.7416666666666667,2.6721017790057284,assets/creative_500366.png
500367,0.20962906,0.21184897,tsne_pca_fallback,ecommerce,native,stable,0.6058641975308642,2.5846629584073884,assets/creative_500367.png
500368,0.0008337498,0.28434134,tsne_pca_fallback,ecommerce,banner,stable,0.4145061728395061,2.110627974474841,assets/creative_500368.png
500369,0.007855296,0.051856518,tsne_pca_fallback,ecommerce,banner,underperformer,0.1432098765432098,1.3999569535297,assets/creative_500369.png
500370,-0.006818354,0.07950461,tsne_pca_fallback,ecommerce,banner,stable,0.4558641975308642,2.123190208593536,assets/creative_500370.png
500371,-0.1728487,0.18977404,tsne_pca_fallback,ecommerce,interstitial,top_performer,0.7972222222222222,3.218803008960949,assets/creative_500371.png
500372,0.45726025,-0.6651368,tsne_pca_fallback,fintech,native,stable,0.4888888888888889,7.93796167438304,assets/creative_500372.png
500373,0.4256915,-0.03233534,tsne_pca_fallback,fintech,banner,stable,0.4037037037037037,7.342658014350647,assets/creative_500373.png
500374,0.46049166,-0.049121916,tsne_pca_fallback,fintech,banner,stable,0.4814814814814815,7.777922880275569,assets/creative_500374.png
500375,0.42437387,-0.61784303,tsne_pca_fallback,fintech,native,stable,0.4787037037037036,7.432276007105794,assets/creative_500375.png
500376,0.7142879,-0.17590952,tsne_pca_fallback,fintech,interstitial,stable,0.7484567901234568,9.349663974623258,assets/creative_500376.png
500377,0.42747033,-0.08516252,tsne_pca_fallback,fintech,banner,stable,0.4015432098765432,7.066241427666965,assets/creative_500377.png
500378,0.21228111,-0.041410863,tsne_pca_fallback,travel,native,stable,0.3314814814814814,5.208470734441319,assets/creative_500378.png
500379,0.44927824,-0.50316995,tsne_pca_fallback,travel,native,stable,0.3444444444444444,5.2561051553357965,assets/creative_500379.png
500380,0.70184195,-0.5050254,tsne_pca_fallback,travel,rewarded_video,stable,0.4722222222222222,5.088572252867344,assets/creative_500380.png
500381,0.86141753,0.25456786,tsne_pca_fallback,travel,interstitial,stable,0.3802469135802469,4.658450581765702,assets/creative_500381.png
500382,0.69165885,-0.43611783,tsne_pca_fallback,travel,interstitial,stable,0.3407407407407407,4.184783973145148,assets/creative_500382.png
500383,0.9927614,0.19055092,tsne_pca_fallback,travel,rewarded_video,fatigued,0.6975308641975309,7.005295251409241,assets/creative_500383.png
500384,-0.2939946,0.29493296,tsne_pca_fallback,food_delivery,banner,stable,0.3444444444444444,1.654652561005802,assets/creative_500384.png
500385,-0.17932475,0.4287752,tsne_pca_fallback,food_delivery,interstitial,fatigued,0.6601851851851852,1.973012126892984,assets/creative_500385.png
500386,0.21408296,0.79104877,tsne_pca_fallback,food_delivery,banner,stable,0.4367283950617284,1.8174962807418484,assets/creative_500386.png
500387,0.16636336,0.4535904,tsne_pca_fallback,food_delivery,native,stable,0.5567901234567901,2.105776331461374,assets/creative_500387.png
500388,0.03316784,0.42310655,tsne_pca_fallback,food_delivery,native,stable,0.6953703703703704,2.2653530765786227,assets/creative_500388.png
500389,0.060902,0.93711233,tsne_pca_fallback,food_delivery,banner,stable,0.549074074074074,1.8992645377215844,assets/creative_500389.png
500390,0.076156735,-0.50473535,tsne_pca_fallback,entertainment,rewarded_video,fatigued,0.6469135802469136,2.8718825597156736,assets/creative_500390.png
500391,0.12311816,-0.31438643,tsne_pca_fallback,entertainment,rewarded_video,fatigued,0.7682098765432098,3.662572042880188,assets/creative_500391.png
500392,0.39241207,0.26486254,tsne_pca_fallback,entertainment,rewarded_video,fatigued,0.6734567901234567,2.920374736897293,assets/creative_500392.png
500393,0.1557554,-0.45686644,tsne_pca_fallback,entertainment,interstitial,stable,0.6645061728395062,3.245990758358249,assets/creative_500393.png
500394,0.3297794,-0.67312145,tsne_pca_fallback,entertainment,native,stable,0.4503086419753086,3.0128529116516884,assets/creative_500394.png
500395,0.49676204,-0.3949576,tsne_pca_fallback,entertainment,native,stable,0.3490740740740741,2.729000925016187,assets/creative_500395.png
500396,-0.59004474,0.45887768,tsne_pca_fallback,gaming,interstitial,fatigued,0.641358024691358,1.2236355409927906,assets/creative_500396.png
500397,-0.59154254,0.14556777,tsne_pca_fallback,gaming,interstitial,stable,0.561111111111111,0.98467742199281,assets/creative_500397.png
500398,-0.6348344,0.33878338,tsne_pca_fallback,gaming,playable,stable,0.7345679012345679,1.6254591374652814,assets/creative_500398.png
500399,-0.9008838,0.17839158,tsne_pca_fallback,gaming,playable,fatigued,0.7126543209876544,1.5296330641192348,assets/creative_500399.png
500400,-0.6845794,0.4611647,tsne_pca_fallback,gaming,interstitial,fatigued,0.7015432098765432,1.5589697612669446,assets/creative_500400.png
500401,-0.78091323,0.043433666,tsne_pca_fallback,gaming,playable,fatigued,0.7024691358024691,1.457210074805561,assets/creative_500401.png
500402,0.18566954,0.16802704,tsne_pca_fallback,ecommerce,native,stable,0.4885802469135802,2.991397644922845,assets/creative_500402.png
500403,0.2161938,0.38882458,tsne_pca_fallback,ecommerce,native,stable,0.4632716049382715,3.1162609744660688,assets/creative_500403.png
500404,0.12713373,0.28122747,tsne_pca_fallback,ecommerce,native,stable,0.5256172839506172,3.2074515959007543,assets/creative_500404.png
500405,0.19273531,0.7141708,tsne_pca_fallback,ecommerce,interstitial,stable,0.2679012345679012,1.9336819273549823,assets/creative_500405.png
500406,-0.1024186,0.16603303,tsne_pca_fallback,ecommerce,interstitial,stable,0.5614197530864198,2.624910844130048,assets/creative_500406.png
500407,-0.028690517,0.25301003,tsne_pca_fallback,ecommerce,rewarded_video,fatigued,0.7234567901234569,3.214744412915515,assets/creative_500407.png
500408,0.44613636,-0.04924655,tsne_pca_fallback,fintech,banner,stable,0.5780864197530864,7.605977764235175,assets/creative_500408.png
500409,0.40124667,-0.11945462,tsne_pca_fallback,fintech,interstitial,stable,0.4589506172839506,5.143628356606959,assets/creative_500409.png
500410,0.5088465,0.20056808,tsne_pca_fallback,fintech,banner,stable,0.312037037037037,5.326048644870456,assets/creative_500410.png
500411,0.7021065,0.4146546,tsne_pca_fallback,fintech,native,stable,0.6194444444444445,7.831340591919308,assets/creative_500411.png
500412,0.77317286,0.006837845,tsne_pca_fallback,fintech,interstitial,stable,0.629320987654321,6.216000395846786,assets/creative_500412.png
