column,family,role,dtype,missing_count,missing_pct,nunique,unique_ratio,is_constant,is_all_missing,is_high_missing,initial_recommendation,exact_duplicate_drop,high_corr_drop_candidate,in_cbr_final,is_candidate_similarity_feature
clip_pca_32,clip_pca,embedding_pca_feature,float32,0,0.0,1063,0.9842592592592593,False,False,False,candidate_feature,False,False,True,True
clip_pca_33,clip_pca,embedding_pca_feature,float32,0,0.0,1063,0.9842592592592593,False,False,False,candidate_feature,False,False,True,True
clip_pca_34,clip_pca,embedding_pca_feature,float32,0,0.0,1062,0.9833333333333333,False,False,False,candidate_feature,False,False,True,True
clip_pca_35,clip_pca,embedding_pca_feature,float32,0,0.0,1062,0.9833333333333333,False,False,False,candidate_feature,False,False,True,True
clip_pca_36,clip_pca,embedding_pca_feature,float32,0,0.0,1062,0.9833333333333333,False,False,False,candidate_feature,False,False,True,True
clip_pca_37,clip_pca,embedding_pca_feature,float32,0,0.0,1061,0.9824074074074074,False,False,False,candidate_feature,False,False,True,True
clip_pca_38,clip_pca,embedding_pca_feature,float32,0,0.0,1059,0.9805555555555555,False,False,False,candidate_feature,False,False,True,True
clip_pca_39,clip_pca,embedding_pca_feature,float32,0,0.0,1062,0.9833333333333333,False,False,False,candidate_feature,False,False,True,True
clip_pca_40,clip_pca,embedding_pca_feature,float32,0,0.0,1064,0.9851851851851852,False,False,False,candidate_feature,False,False,True,True
clip_pca_41,clip_pca,embedding_pca_feature,float32,0,0.0,1063,0.9842592592592593,False,False,False,candidate_feature,False,False,True,True
clip_pca_42,clip_pca,embedding_pca_feature,float32,0,0.0,1064,0.9851851851851852,False,False,False,candidate_feature,False,False,True,True
clip_pca_43,clip_pca,embedding_pca_feature,float32,0,0.0,1064,0.9851851851851852,False,False,False,candidate_feature,False,False,True,True
clip_pca_44,clip_pca,embedding_pca_feature,float32,0,0.0,1065,0.9861111111111112,False,False,False,candidate_feature,False,False,True,True
clip_pca_45,clip_pca,embedding_pca_feature,float32,0,0.0,1065,0.9861111111111112,False,False,False,candidate_feature,False,False,True,True
clip_pca_46,clip_pca,embedding_pca_feature,float32,0,0.0,1064,0.9851851851851852,False,False,False,candidate_feature,False,False,True,True
clip_pca_47,clip_pca,embedding_pca_feature,float32,0,0.0,1065,0.9861111111111112,False,False,False,candidate_feature,False,False,True,True
clip_pca_48,clip_pca,embedding_pca_feature,float32,0,0.0,1064,0.9851851851851852,False,False,False,candidate_feature,False,False,True,True
clip_pca_49,clip_pca,embedding_pca_feature,float32,0,0.0,1065,0.9861111111111112,False,False,False,candidate_feature,False,False,True,True
clip_pca_50,clip_pca,embedding_pca_feature,float32,0,0.0,1065,0.9861111111111112,False,False,False,candidate_feature,False,False,True,True
clip_pca_51,clip_pca,embedding_pca_feature,float32,0,0.0,1065,0.9861111111111112,False,False,False,candidate_feature,False,False,True,True
clip_pca_52,clip_pca,embedding_pca_feature,float32,0,0.0,1065,0.9861111111111112,False,False,False,candidate_feature,False,False,True,True
clip_pca_53,clip_pca,embedding_pca_feature,float32,0,0.0,1065,0.9861111111111112,False,False,False,candidate_feature,False,False,True,True
clip_pca_54,clip_pca,embedding_pca_feature,float32,0,0.0,1065,0.9861111111111112,False,False,False,candidate_feature,False,False,True,True
clip_pca_55,clip_pca,embedding_pca_feature,float32,0,0.0,1065,0.9861111111111112,False,False,False,candidate_feature,False,False,True,True
clip_pca_56,clip_pca,embedding_pca_feature,float32,0,0.0,1065,0.9861111111111112,False,False,False,candidate_feature,False,False,True,True
clip_pca_57,clip_pca,embedding_pca_feature,float32,0,0.0,1065,0.9861111111111112,False,False,False,candidate_feature,False,False,True,True
clip_pca_58,clip_pca,embedding_pca_feature,float32,0,0.0,1065,0.9861111111111112,False,False,False,candidate_feature,False,False,True,True
clip_pca_59,clip_pca,embedding_pca_feature,float32,0,0.0,1065,0.9861111111111112,False,False,False,candidate_feature,False,False,True,True
clip_pca_60,clip_pca,embedding_pca_feature,float32,0,0.0,1064,0.9851851851851852,False,False,False,candidate_feature,False,False,True,True
clip_pca_61,clip_pca,embedding_pca_feature,float32,0,0.0,1065,0.9861111111111112,False,False,False,candidate_feature,False,False,True,True
clip_pca_62,clip_pca,embedding_pca_feature,float32,0,0.0,1065,0.9861111111111112,False,False,False,candidate_feature,False,False,True,True
clip_pca_63,clip_pca,embedding_pca_feature,float32,0,0.0,1065,0.9861111111111112,False,False,False,candidate_feature,False,False,True,True
cnn_pca_0,cnn_pca,embedding_pca_feature,float32,0,0.0,1079,0.9990740740740741,False,False,False,candidate_feature,False,False,True,True
cnn_pca_1,cnn_pca,embedding_pca_feature,float32,0,0.0,1079,0.9990740740740741,False,False,False,candidate_feature,False,False,True,True
cnn_pca_2,cnn_pca,embedding_pca_feature,float32,0,0.0,1079,0.9990740740740741,False,False,False,candidate_feature,False,False,True,True
cnn_pca_3,cnn_pca,embedding_pca_feature,float32,0,0.0,1079,0.9990740740740741,False,False,False,candidate_feature,False,False,True,True
cnn_pca_4,cnn_pca,embedding_pca_feature,float32,0,0.0,1079,0.9990740740740741,False,False,False,candidate_feature,False,False,True,True
cnn_pca_5,cnn_pca,embedding_pca_feature,float32,0,0.0,1079,0.9990740740740741,False,False,False,candidate_feature,False,False,True,True
cnn_pca_6,cnn_pca,embedding_pca_feature,float32,0,0.0,1079,0.9990740740740741,False,False,False,candidate_feature,False,False,True,True
cnn_pca_7,cnn_pca,embedding_pca_feature,float32,0,0.0,1079,0.9990740740740741,False,False,False,candidate_feature,False,False,True,True
cnn_pca_8,cnn_pca,embedding_pca_feature,float32,0,0.0,1079,0.9990740740740741,False,False,False,candidate_feature,False,False,True,True
cnn_pca_9,cnn_pca,embedding_pca_feature,float32,0,0.0,1079,0.9990740740740741,False,False,False,candidate_feature,False,False,True,True
cnn_pca_10,cnn_pca,embedding_pca_feature,float32,0,0.0,1079,0.9990740740740741,False,False,False,candidate_feature,False,False,True,True
cnn_pca_11,cnn_pca,embedding_pca_feature,float32,0,0.0,1079,0.9990740740740741,False,False,False,candidate_feature,False,False,True,True
cnn_pca_12,cnn_pca,embedding_pca_feature,float32,0,0.0,1079,0.9990740740740741,False,False,False,candidate_feature,False,False,True,True
cnn_pca_13,cnn_pca,embedding_pca_feature,float32,0,0.0,1080,1.0,False,False,False,candidate_feature,False,False,True,True
cnn_pca_14,cnn_pca,embedding_pca_feature,float32,0,0.0,1080,1.0,False,False,False,candidate_feature,False,False,True,True
cnn_pca_15,cnn_pca,embedding_pca_feature,float32,0,0.0,1080,1.0,False,False,False,candidate_feature,False,False,True,True
cnn_pca_16,cnn_pca,embedding_pca_feature,float32,0,0.0,1080,1.0,False,False,False,candidate_feature,False,False,True,True
cnn_pca_17,cnn_pca,embedding_pca_feature,float32,0,0.0,1080,1.0,False,False,False,candidate_feature,False,False,True,True
cnn_pca_18,cnn_pca,embedding_pca_feature,float32,0,0.0,1080,1.0,False,False,False,candidate_feature,False,False,True,True
cnn_pca_19,cnn_pca,embedding_pca_feature,float32,0,0.0,1080,1.0,False,False,False,candidate_feature,False,False,True,True
cnn_pca_20,cnn_pca,embedding_pca_feature,float32,0,0.0,1080,1.0,False,False,False,candidate_feature,False,False,True,True
cnn_pca_21,cnn_pca,embedding_pca_feature,float32,0,0.0,1080,1.0,False,False,False,candidate_feature,False,False,True,True
cnn_pca_22,cnn_pca,embedding_pca_feature,float32,0,0.0,1080,1.0,False,False,False,candidate_feature,False,False,True,True
cnn_pca_23,cnn_pca,embedding_pca_feature,float32,0,0.0,1080,1.0,False,False,False,candidate_feature,False,False,True,True
cnn_pca_24,cnn_pca,embedding_pca_feature,float32,0,0.0,1080,1.0,False,False,False,candidate_feature,False,False,True,True
cnn_pca_25,cnn_pca,embedding_pca_feature,float32,0,0.0,1080,1.0,False,False,False,candidate_feature,False,False,True,True
cnn_pca_26,cnn_pca,embedding_pca_feature,float32,0,0.0,1080,1.0,False,False,False,candidate_feature,False,False,True,True
cnn_pca_27,cnn_pca,embedding_pca_feature,float32,0,0.0,1080,1.0,False,False,False,candidate_feature,False,False,True,True
cnn_pca_28,cnn_pca,embedding_pca_feature,float32,0,0.0,1080,1.0,False,False,False,candidate_feature,False,False,True,True
cnn_pca_29,cnn_pca,embedding_pca_feature,float32,0,0.0,1080,1.0,False,False,False,candidate_feature,False,False,True,True
cnn_pca_30,cnn_pca,embedding_pca_feature,float32,0,0.0,1080,1.0,False,False,False,candidate_feature,False,False,True,True
cnn_pca_31,cnn_pca,embedding_pca_feature,float32,0,0.0,1080,1.0,False,False,False,candidate_feature,False,False,True,True
cnn_pca_32,cnn_pca,embedding_pca_feature,float32,0,0.0,1080,1.0,False,False,False,candidate_feature,False,False,True,True
cnn_pca_33,cnn_pca,embedding_pca_feature,float32,0,0.0,1080,1.0,False,False,False,candidate_feature,False,False,True,True
cnn_pca_34,cnn_pca,embedding_pca_feature,float32,0,0.0,1080,1.0,False,False,False,candidate_feature,False,False,True,True
cnn_pca_35,cnn_pca,embedding_pca_feature,float32,0,0.0,1080,1.0,False,False,False,candidate_feature,False,False,True,True
cnn_pca_36,cnn_pca,embedding_pca_feature,float32,0,0.0,1080,1.0,False,False,False,candidate_feature,False,False,True,True
cnn_pca_37,cnn_pca,embedding_pca_feature,float32,0,0.0,1080,1.0,False,False,False,candidate_feature,False,False,True,True
cnn_pca_38,cnn_pca,embedding_pca_feature,float32,0,0.0,1080,1.0,False,False,False,candidate_feature,False,False,True,True
cnn_pca_39,cnn_pca,embedding_pca_feature,float32,0,0.0,1080,1.0,False,False,False,candidate_feature,False,False,True,True
cnn_pca_40,cnn_pca,embedding_pca_feature,float32,0,0.0,1080,1.0,False,False,False,candidate_feature,False,False,True,True
cnn_pca_41,cnn_pca,embedding_pca_feature,float32,0,0.0,1080,1.0,False,False,False,candidate_feature,False,False,True,True
cnn_pca_42,cnn_pca,embedding_pca_feature,float32,0,0.0,1080,1.0,False,False,False,candidate_feature,False,False,True,True
cnn_pca_43,cnn_pca,embedding_pca_feature,float32,0,0.0,1080,1.0,False,False,False,candidate_feature,False,False,True,True
cnn_pca_44,cnn_pca,embedding_pca_feature,float32,0,0.0,1080,1.0,False,False,False,candidate_feature,False,False,True,True
cnn_pca_45,cnn_pca,embedding_pca_feature,float32,0,0.0,1080,1.0,False,False,False,candidate_feature,False,False,True,True
cnn_pca_46,cnn_pca,embedding_pca_feature,float32,0,0.0,1079,0.9990740740740741,False,False,False,candidate_feature,False,False,True,True
cnn_pca_47,cnn_pca,embedding_pca_feature,float32,0,0.0,1080,1.0,False,False,False,candidate_feature,False,False,True,True
cnn_pca_48,cnn_pca,embedding_pca_feature,float32,0,0.0,1080,1.0,False,False,False,candidate_feature,False,False,True,True
cnn_pca_49,cnn_pca,embedding_pca_feature,float32,0,0.0,1080,1.0,False,False,False,candidate_feature,False,False,True,True
cnn_pca_50,cnn_pca,embedding_pca_feature,float32,0,0.0,1080,1.0,False,False,False,candidate_feature,False,False,True,True
cnn_pca_51,cnn_pca,embedding_pca_feature,float32,0,0.0,1080,1.0,False,False,False,candidate_feature,False,False,True,True
cnn_pca_52,cnn_pca,embedding_pca_feature,float32,0,0.0,1080,1.0,False,False,False,candidate_feature,False,False,True,True
cnn_pca_53,cnn_pca,embedding_pca_feature,float32,0,0.0,1080,1.0,False,False,False,candidate_feature,False,False,True,True
cnn_pca_54,cnn_pca,embedding_pca_feature,float32,0,0.0,1080,1.0,False,False,False,candidate_feature,False,False,True,True
cnn_pca_55,cnn_pca,embedding_pca_feature,float32,0,0.0,1080,1.0,False,False,False,candidate_feature,False,False,True,True
cnn_pca_56,cnn_pca,embedding_pca_feature,float32,0,0.0,1080,1.0,False,False,False,candidate_feature,False,False,True,True
cnn_pca_57,cnn_pca,embedding_pca_feature,float32,0,0.0,1080,1.0,False,False,False,candidate_feature,False,False,True,True
cnn_pca_58,cnn_pca,embedding_pca_feature,float32,0,0.0,1080,1.0,False,False,False,candidate_feature,False,False,True,True
cnn_pca_59,cnn_pca,embedding_pca_feature,float32,0,0.0,1080,1.0,False,False,False,candidate_feature,False,False,True,True
cnn_pca_60,cnn_pca,embedding_pca_feature,float32,0,0.0,1080,1.0,False,False,False,candidate_feature,False,False,True,True
cnn_pca_61,cnn_pca,embedding_pca_feature,float32,0,0.0,1080,1.0,False,False,False,candidate_feature,False,False,True,True
cnn_pca_62,cnn_pca,embedding_pca_feature,float32,0,0.0,1080,1.0,False,False,False,candidate_feature,False,False,True,True
cnn_pca_63,cnn_pca,embedding_pca_feature,float32,0,0.0,1080,1.0,False,False,False,candidate_feature,False,False,True,True
image_quality_status,image_quality,candidate_feature,str,0,0.0,1,0.000925925925925926,True,False,False,drop_constant,False,False,False,False
image_quality_reason,image_quality,candidate_feature,float64,1080,1.0,1,0.000925925925925926,True,True,True,drop_all_missing,False,False,False,False
image_quality_width,image_quality,candidate_feature,int64,0,0.0,2,0.001851851851851852,False,False,False,candidate_feature,True,True,False,False
image_quality_height,image_quality,candidate_feature,int64,0,0.0,3,0.002777777777777778,False,False,False,candidate_feature,True,True,False,False
cv_source_mode,cv_spatial,candidate_feature,str,0,0.0,1,0.000925925925925926,True,False,False,drop_constant,False,False,False,False
cv_extraction_error,cv_spatial,candidate_feature,object,1080,1.0,1,0.000925925925925926,True,True,True,drop_all_missing,False,False,False,False
cv_image_width,cv_spatial,candidate_feature,int64,0,0.0,2,0.001851851851851852,False,False,False,candidate_feature,True,True,False,False
cv_image_height,cv_spatial,candidate_feature,int64,0,0.0,3,0.002777777777777778,False,False,False,candidate_feature,True,True,False,False
cv_image_aspect_ratio,cv_spatial,candidate_feature,float64,0,0.0,3,0.002777777777777778,False,False,False,candidate_feature,True,True,False,False
cv_ocr_element_count,cv_spatial,candidate_feature,int64,0,0.0,6,0.005555555555555556,False,False,False,candidate_feature,False,False,True,True
cv_grounded_element_count,cv_spatial,candidate_feature,int64,0,0.0,10,0.009259259259259259,False,False,False,candidate_feature,False,False,True,True
cv_text_area_total_rel,cv_spatial,candidate_feature,float64,0,0.0,1079,0.9990740740740741,False,False,False,candidate_feature,False,False,True,True
cv_avg_text_area_rel,cv_spatial,candidate_feature,float64,0,0.0,1079,0.9990740740740741,False,False,False,candidate_feature,False,False,True,True
cv_top_zone_element_count,cv_spatial,candidate_feature,int64,0,0.0,3,0.002777777777777778,False,False,False,candidate_feature,False,False,True,True
cv_middle_zone_element_count,cv_spatial,candidate_feature,int64,0,0.0,2,0.001851851851851852,False,False,False,candidate_feature,False,False,True,True
cv_bottom_zone_element_count,cv_spatial,candidate_feature,int64,0,0.0,5,0.004629629629629629,False,False,False,candidate_feature,False,False,True,True
cv_bottom_text_ratio,cv_spatial,candidate_feature,float64,0,0.0,10,0.009259259259259259,False,False,False,candidate_feature,False,False,True,True
cv_cta_found,cv_spatial,candidate_feature,int64,0,0.0,1,0.000925925925925926,True,False,False,drop_constant,True,False,False,False
cv_cta_y_relative,cv_spatial,candidate_feature,float64,0,0.0,37,0.03425925925925926,False,False,False,candidate_feature,False,False,True,True
cv_cta_x_relative,cv_spatial,candidate_feature,float64,0,0.0,64,0.05925925925925926,False,False,False,candidate_feature,False,False,True,True
cv_cta_area_relative,cv_spatial,candidate_feature,float64,0,0.0,355,0.3287037037037037,False,False,False,candidate_feature,False,False,True,True
cv_cta_in_bottom_third,cv_spatial,candidate_feature,int64,0,0.0,1,0.000925925925925926,True,False,False,drop_constant,True,False,False,False
cv_headline_found,cv_spatial,candidate_feature,int64,0,0.0,1,0.000925925925925926,True,False,False,drop_constant,True,False,False,False
cv_headline_y_relative,cv_spatial,candidate_feature,float64,0,0.0,94,0.08703703703703704,False,False,False,candidate_feature,False,False,True,True
cv_headline_area_relative,cv_spatial,candidate_feature,float64,0,0.0,537,0.49722222222222223,False,False,False,candidate_feature,False,False,True,True
cv_subhead_found,cv_spatial,candidate_feature,int64,0,0.0,1,0.000925925925925926,True,False,False,drop_constant,True,False,False,False
cv_subhead_y_relative,cv_spatial,candidate_feature,float64,68,0.06296296296296296,100,0.09259259259259259,False,False,False,candidate_feature,False,False,True,True
cv_cta_headline_distance,cv_spatial,candidate_feature,float64,0,0.0,242,0.22407407407407406,False,False,False,candidate_feature,False,False,True,True
cv_has_promo_text,cv_spatial,candidate_feature,int64,0,0.0,2,0.001851851851851852,False,False,False,candidate_feature,False,False,True,True
cv_has_discount_text,cv_spatial,candidate_feature,int64,0,0.0,2,0.001851851851851852,False,False,False,candidate_feature,False,False,True,True
cv_has_price_text,cv_spatial,candidate_feature,int64,0,0.0,2,0.001851851851851852,False,False,False,candidate_feature,False,False,True,True
cv_has_promo_badge,cv_spatial,candidate_feature,int64,0,0.0,1,0.000925925925925926,True,False,False,drop_constant,True,False,False,False
cv_badge_in_top_right,cv_spatial,candidate_feature,int64,0,0.0,2,0.001851851851851852,False,False,False,candidate_feature,False,False,True,True
cv_badge_y_relative,cv_spatial,candidate_feature,float64,0,0.0,203,0.18796296296296297,False,False,False,candidate_feature,False,False,True,True
cv_logo_detected,cv_spatial,candidate_feature,int64,0,0.0,1,0.000925925925925926,True,False,False,drop_constant,True,False,False,False
cv_logo_in_top_left,cv_spatial,candidate_feature,int64,0,0.0,2,0.001851851851851852,False,False,False,candidate_feature,False,False,True,True
cv_product_zone_coverage,cv_spatial,candidate_feature,float64,0,0.0,5,0.004629629629629629,False,False,False,candidate_feature,False,False,True,True
cv_text_density_meta,cv_spatial,candidate_feature,float64,0,0.0,548,0.5074074074074074,False,False,False,candidate_feature,True,True,False,False
cv_brand_visibility_meta,cv_spatial,candidate_feature,float64,0,0.0,517,0.4787037037037037,False,False,False,candidate_feature,True,True,False,False
cv_has_discount_badge_meta,cv_spatial,candidate_feature,int64,0,0.0,2,0.001851851851851852,False,False,False,candidate_feature,True,True,False,False
cv_has_price_meta,cv_spatial,candidate_feature,int64,0,0.0,2,0.001851851851851852,False,False,False,candidate_feature,True,True,False,False
cv_spatial_signal_score,cv_spatial,candidate_feature,float64,0,0.0,1,0.000925925925925926,True,False,False,drop_constant,False,False,False,False
prompt_image_width,cv_prompt_flat,candidate_feature,int64,0,0.0,2,0.001851851851851852,False,False,False,candidate_feature,True,True,False,False
prompt_image_height,cv_prompt_flat,candidate_feature,int64,0,0.0,3,0.002777777777777778,False,False,False,candidate_feature,True,True,False,False
prompt_image_aspect_ratio,cv_prompt_flat,candidate_feature,float64,0,0.0,3,0.002777777777777778,False,False,False,candidate_feature,False,True,False,False
prompt_text_element_count,cv_prompt_flat,candidate_feature,int64,0,0.0,6,0.005555555555555556,False,False,False,candidate_feature,True,True,False,False
prompt_text_total_area,cv_prompt_flat,candidate_feature,float64,0,0.0,1072,0.9925925925925926,False,False,False,candidate_feature,False,True,False,False
prompt_detected_brand_logo,cv_prompt_flat,candidate_feature,int64,0,0.0,1,0.000925925925925926,True,False,False,drop_constant,True,False,False,False
prompt_detected_primary_cta,cv_prompt_flat,candidate_feature,int64,0,0.0,1,0.000925925925925926,True,False,False,drop_constant,True,False,False,False
prompt_detected_promo_badge,cv_prompt_flat,candidate_feature,int64,0,0.0,1,0.000925925925925926,True,False,False,drop_constant,True,False,False,False
prompt_detected_product_area,cv_prompt_flat,candidate_feature,int64,0,0.0,2,0.001851851851851852,False,False,False,candidate_feature,False,False,True,True
prompt_detected_social_proof,cv_prompt_flat,candidate_feature,int64,0,0.0,2,0.001851851851851852,False,False,False,candidate_feature,False,False,True,True
prompt_visual_element_count,cv_prompt_flat,candidate_feature,int64,0,0.0,7,0.006481481481481481,False,False,False,candidate_feature,False,False,True,True
prompt_visual_card_count,cv_prompt_flat,candidate_feature,int64,0,0.0,5,0.004629629629629629,False,False,False,candidate_feature,False,False,True,True
prompt_visual_circle_count,cv_prompt_flat,candidate_feature,int64,0,0.0,5,0.004629629629629629,False,False,False,candidate_feature,False,False,True,True
prompt_visual_total_area,cv_prompt_flat,candidate_feature,float64,0,0.0,119,0.11018518518518519,False,False,False,candidate_feature,False,False,True,True
prompt_visual_grid_like,cv_prompt_flat,candidate_feature,int64,0,0.0,2,0.001851851851851852,False,False,False,candidate_feature,False,False,True,True
prompt_visual_center_y,cv_prompt_flat,candidate_feature,float64,11,0.010185185185185186,75,0.06944444444444445,False,False,False,candidate_feature,False,False,True,True
prompt_dominant_color_name,cv_prompt_flat,candidate_feature,str,0,0.0,11,0.010185185185185186,False,False,False,candidate_feature,False,False,True,True
prompt_dominant_color_hex,cv_prompt_flat,candidate_feature,str,0,0.0,233,0.21574074074074073,False,False,False,candidate_feature,False,False,True,True
prompt_dominant_color_proportion,cv_prompt_flat,candidate_feature,float64,0,0.0,683,0.6324074074074074,False,False,False,candidate_feature,False,False,True,True
prompt_background_color_name,cv_prompt_flat,candidate_feature,str,0,0.0,11,0.010185185185185186,False,False,False,candidate_feature,False,False,True,True
prompt_background_color_hex,cv_prompt_flat,candidate_feature,str,0,0.0,111,0.10277777777777777,False,False,False,candidate_feature,False,False,True,True
prompt_background_is_solid,cv_prompt_flat,candidate_feature,int64,0,0.0,1,0.000925925925925926,True,False,False,drop_constant,True,False,False,False
prompt_saturation_mean,cv_prompt_flat,candidate_feature,float64,0,0.0,761,0.7046296296296296,False,False,False,candidate_feature,False,True,False,False
prompt_brightness_mean,cv_prompt_flat,candidate_feature,float64,0,0.0,633,0.5861111111111111,False,False,False,candidate_feature,False,True,False,False
prompt_color_warmth,cv_prompt_flat,candidate_feature,float64,0,0.0,236,0.21851851851851853,False,False,False,candidate_feature,False,False,True,True
prompt_contrast_score,cv_prompt_flat,candidate_feature,float64,0,0.0,862,0.7981481481481482,False,False,False,candidate_feature,False,False,True,True
prompt_layout_template,cv_prompt_flat,candidate_feature,str,0,0.0,11,0.010185185185185186,False,False,False,candidate_feature,False,False,True,True
prompt_has_grid_layout,cv_prompt_flat,candidate_feature,int64,0,0.0,2,0.001851851851851852,False,False,False,candidate_feature,False,False,True,True
prompt_has_carousel_indicator,cv_prompt_flat,candidate_feature,int64,0,0.0,1,0.000925925925925926,True,False,False,drop_constant,False,False,False,False
prompt_brand_zone_ratio,cv_prompt_flat,candidate_feature,float64,0,0.0,696,0.6444444444444445,False,False,False,candidate_feature,False,False,True,True
prompt_showcase_zone_ratio,cv_prompt_flat,candidate_feature,float64,0,0.0,614,0.5685185185185185,False,False,False,candidate_feature,False,False,True,True
prompt_copy_zone_ratio,cv_prompt_flat,candidate_feature,float64,0,0.0,679,0.6287037037037037,False,False,False,candidate_feature,False,False,True,True
prompt_cta_zone_ratio,cv_prompt_flat,candidate_feature,float64,0,0.0,629,0.5824074074074074,False,False,False,candidate_feature,False,False,True,True
prompt_total_text_area_ratio,cv_prompt_flat,candidate_feature,float64,0,0.0,1070,0.9907407407407407,False,False,False,candidate_feature,False,True,False,False
prompt_headline_area_ratio,cv_prompt_flat,candidate_feature,float64,0,0.0,277,0.2564814814814815,False,False,False,candidate_feature,False,False,True,True
prompt_headline_is_large,cv_prompt_flat,candidate_feature,int64,0,0.0,2,0.001851851851851852,False,False,False,candidate_feature,False,False,True,True
prompt_vertical_center_of_mass,cv_prompt_flat,candidate_feature,float64,0,0.0,821,0.7601851851851852,False,False,False,candidate_feature,False,False,True,True
prompt_background_edge_density,cv_prompt_flat,candidate_feature,float64,0,0.0,1050,0.9722222222222222,False,False,False,candidate_feature,False,False,True,True
prompt_has_decorative_pattern,cv_prompt_flat,candidate_feature,int64,0,0.0,2,0.001851851851851852,False,False,False,candidate_feature,False,False,True,True
prompt_cta_y_relative,cv_prompt_flat,candidate_feature,float64,0,0.0,23,0.021296296296296296,False,False,False,candidate_feature,False,True,False,False
prompt_cta_x_relative,cv_prompt_flat,candidate_feature,float64,0,0.0,16,0.014814814814814815,False,False,False,candidate_feature,False,True,False,False
prompt_cta_in_bottom_third,cv_prompt_flat,candidate_feature,int64,0,0.0,1,0.000925925925925926,True,False,False,drop_constant,True,False,False,False
prompt_badge_in_top_right,cv_prompt_flat,candidate_feature,int64,0,0.0,2,0.001851851851851852,False,False,False,candidate_feature,False,False,True,True
prompt_logo_in_top_left,cv_prompt_flat,candidate_feature,int64,0,0.0,2,0.001851851851851852,False,False,False,candidate_feature,False,False,True,True
prompt_product_zone_coverage,cv_prompt_flat,candidate_feature,float64,0,0.0,9,0.008333333333333333,False,False,False,candidate_feature,False,True,False,False
prompt_text_to_visual_ratio,cv_prompt_flat,candidate_feature,float64,0,0.0,1079,0.9990740740740741,False,False,False,candidate_feature,False,False,True,True
prompt_layout_pattern_type,cv_prompt_flat,candidate_feature,str,0,0.0,3,0.002777777777777778,False,False,False,candidate_feature,False,False,True,True
prompt_layout_pattern_confidence,cv_prompt_flat,candidate_feature,float64,0,0.0,8,0.007407407407407408,False,False,False,candidate_feature,False,False,True,True
prompt_thumb_zone_cta,cv_prompt_flat,candidate_feature,float64,0,0.0,23,0.021296296296296296,False,False,False,candidate_feature,False,False,True,True
prompt_visual_hierarchy_score,cv_prompt_flat,candidate_feature,float64,0,0.0,48,0.044444444444444446,False,False,False,candidate_feature,False,False,True,True
prompt_badge_visibility_score,cv_prompt_flat,candidate_feature,float64,0,0.0,3,0.002777777777777778,False,False,False,candidate_feature,False,False,True,True
prompt_brand_clarity_score,cv_prompt_flat,candidate_feature,float64,0,0.0,417,0.3861111111111111,False,False,False,candidate_feature,False,False,True,True
prompt_whitespace_balance,cv_prompt_flat,candidate_feature,float64,0,0.0,991,0.9175925925925926,False,False,False,candidate_feature,False,False,True,True
